"state","county.x","pop_summed","area_summed","cattled_farms_summed","cattle_count_summed","broiler_farms_summed","broiler_count_summed","layer_farms_summed","layer_count_summed","hog_farms_summed","hog_count_summed","sheep_farms_summed","sheep_count_summed","Population..2020.census.","Area..mi.2.","cattle.farms.x","cattle.count.x","hog.farm.x","hog.count.x","sheep.farm.x","sheep.count.x","broiler.farm.x","broiler.count.x","layer.farm.x","layer.count.x","X","county.y","cattle.farms.y","cattle.count.y","hog.farm.y","hog.count.y","layer.farm.y","layer.count.y","broiler.farm.y","broiler.count.y","sheep.farm.y","sheep.count.y","surrounding_population_density","population_density","animal_density","surrounding_animal_density"
"montana","cascade",171458,14507,1162,291597,12,49,293,94786,51,44758,130,16187,84414,2698,349,69727,21,44758,39,5505,5,49,114,94282,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,11.8189839387882,31.2876204595997,25.8439584877687,20.1004342731095
"montana","broadwater",210719,9049,836,160363,5,0,334,8878,40,339,124,10197,6774,1192,116,16264,6,101,11,3425,2,-47,47,948,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,23.286440490662,5.68288590604027,13.6442953020134,17.7216266990828
"montana","custer",28615,23457,1251,447325,2,0,167,2624,10,414,150,51225,11867,3783,223,87693,0,0,12,1969,0,0,45,623,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,1.21989171675832,3.13692836373249,23.1808088818398,19.070000426312
"montana","daniels",23572,10380,462,97762,2,0,76,1844,17,41,29,1629,1661,1426,45,7115,2,-47,6,193,0,0,5,84,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,2.27090558766859,1.16479663394109,4.98948106591865,9.41830443159923
"montana","dawson",24185,10670,606,143015,2,0,68,1901,9,37,38,9299,8940,2373,174,30283,0,0,15,3539,1,-47,12,379,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,2.26663542642924,3.76738305941846,12.7614833544037,13.4034676663543
"montana","deerlodge",120439,15103,1073,228175,17,468,370,13394,46,424,187,4810,9421,737,35,5598,6,57,4,175,0,0,10,99,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,7.97450837581937,12.7829036635007,7.59565807327001,15.1079255776998
"montana","fallon",25102,17422,1269,411386,1,0,139,2135,8,0,130,57260,3049,1620,138,36184,2,-47,12,1283,0,0,20,309,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,1.44082194925956,1.8820987654321,22.3358024691358,23.6130180231891
"montana","fergus",38743,25667,1614,436250,10,18260,202,2641,41,12366,155,34012,11446,4339,467,103253,10,128,44,1925,4,1560,53,1597,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,1.50944792924767,2.63793500806637,23.796496888684,16.9965325125648
"montana","flathead",389311,26946,1894,245597,35,1490,753,462943,130,51526,242,15058,104357,5099,235,9695,20,3152,40,502,3,-47,152,3076,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,14.4478215690641,20.466169837223,1.90135320651108,9.11441401321161
"montana","gallatin",231903,23705,1517,277605,18,1602,501,15661,70,792,193,27580,118960,2507,263,33714,15,221,51,2459,0,0,148,7105,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,9.78287281164311,47.4511368169126,13.4479457518947,11.7108205020038
"montana","garfield",36477,30502,1269,435906,1,0,158,3078,15,1621,107,26948,1173,4668,156,69989,1,-47,34,15017,0,0,19,459,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,1.19588879417743,0.251285347043702,14.9933590402742,14.2910628811225
"montana","glacier",129004,11630,629,77571,7,0,215,568633,39,65891,68,7740,13778,2995,186,35695,8,22354,6,811,2,-47,22,238979,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,11.0923473774721,4.60033388981636,11.9181969949917,6.66990541702494
"montana","goldenvalley",196440,15089,1567,313692,11,18260,350,23748,43,11187,214,68649,823,1175,75,14448,1,-47,12,14165,1,-47,13,-47,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,13.0187553847173,0.700425531914894,12.296170212766,20.7894492676784
"montana","granite",181772,9783,849,88106,16,468,401,14125,66,524,189,4131,3309,1728,76,16535,3,134,21,876,1,-47,10,96,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,18.5803945619953,1.91493055555556,9.56886574074074,9.00603086987632
"montana","chouteau",141214,25330,1849,407569,25,45409,333,479233,65,112371,163,21986,5895,3973,159,33127,3,-47,6,-47,1,-47,23,-47,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,5.5749703908409,1.48376541656179,8.33803171406997,16.0903671535728
"montana","jefferson",268915,15241,1220,232375,5,0,429,14205,50,436,167,12309,12085,1657,171,27420,4,17,24,1727,2,-47,42,571,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,17.6441834525294,7.29330114665057,16.5479782739891,15.2467029722459
"montana","judithbasin",107774,14535,1315,336895,13,18309,232,96559,40,55859,130,19923,2023,1870,173,62999,2,-47,23,3702,0,0,17,250,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,7.41479188166495,1.08181818181818,33.6893048128342,23.1781905744754
"montana","lake",265813,10653,987,59884,19,570,489,12967,81,3431,142,3447,31134,194,398,30222,26,122,42,1567,14,570,130,2054,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,24.951938421102,160.484536082474,155.783505154639,5.62132732563597
"montana","lewisandclark",293702,18938,1476,287889,18,49,528,103403,79,48068,191,18328,70973,3461,194,44064,14,-47,35,2586,1,-47,86,-47,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,15.5086070334777,20.5065010112684,12.7315804680728,15.2016580420319
"montana","liberty",35032,11835,536,87838,10,43800,105,504432,24,82241,39,7722,1959,1430,39,7696,3,16632,1,-47,3,43800,10,72555,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,2.96003379805661,1.36993006993007,5.38181818181818,7.4218842416561
"montana","lincoln",195600,14481,826,33629,22,2639,601,17232,93,3664,146,2351,19677,3613,75,3490,8,72,11,276,6,920,57,1475,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,13.5073544644707,5.44616662053695,0.965956269028508,2.3222843726262
"montana","madison",197560,14935,1098,259859,3,0,313,10042,31,324,128,5934,8623,2643,266,60482,1,-47,23,1645,0,0,42,921,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,13.2279879477737,3.2625804010594,22.8838441165342,17.3993304318714
"montana","mccone",42793,21726,1002,273973,4,0,134,3760,22,78,88,25366,1729,3587,108,24657,1,-47,10,3576,1,-47,9,377,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,1.96966767927828,0.482018399776972,6.87398940618902,12.6103746662984
"montana","meagher",308009,17894,1566,372112,13,16749,513,105296,72,56229,238,30993,1927,232,92,38901,1,-47,3,-47,0,0,11,254,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,17.212976416676,8.30603448275862,167.676724137931,20.795350396781
"montana","mineral",156760,11676,458,23557,8,120,269,8979,49,191,75,1606,4535,1220,10,327,0,0,0,0,0,0,10,195,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,13.4258307639603,3.7172131147541,0.268032786885246,2.0175573826653
"montana","missoula",350052,29268,2014,163891,34,1038,882,27241,131,4524,312,6965,117922,2598,184,7919,29,124,43,1151,1,-47,113,1809,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,11.960229602296,45.3895304080062,3.04811393379523,5.5996651633183
"montana","musselshell",190555,16682,1451,318637,8,1560,297,22948,40,600,152,22467,4730,1867,171,37975,12,58,25,1062,0,0,46,592,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,11.4227910322503,2.53347616497054,20.3401178361007,19.100647404388
"montana","park",190816,18036,1434,267802,13,802,464,14337,68,749,215,63895,17191,2656,153,41838,7,148,25,1159,2,-47,52,1939,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,10.5797294300288,6.47251506024096,15.7522590361446,14.8481925038811
"montana","petroleum",30391,22680,1309,380666,4,1560,161,3081,34,1807,140,23852,496,1654,77,32490,1,-47,4,-47,0,0,3,26,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,1.33999118165785,0.299879081015719,19.6432889963724,16.7842151675485
"montana","phillips",31954,24948,1301,385074,5,1560,148,3268,23,1335,120,21847,4217,5140,213,70562,6,1207,19,2557,0,0,13,-47,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,1.28082411415745,0.820428015564202,13.7280155642023,15.4350649350649
"montana","pondera",143084,19306,1022,161173,16,43800,290,641188,55,82523,99,12134,5898,1625,133,20646,6,25629,9,3355,2,-47,23,205250,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,7.41137470216513,3.62953846153846,12.7052307692308,8.34833730446493
"montana","powderriver",121557,30606,2066,615302,13,152,376,6691,64,990,228,79166,1694,3297,234,86569,1,-47,50,12373,2,-47,41,661,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,3.97167222113311,0.51380042462845,26.2569002123142,20.103966542508
"montana","powell",325013,17606,1019,150270,8,0,447,9923,79,3524,182,7206,6946,2326,124,39039,3,40,15,189,0,0,34,4272,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,18.460354424628,2.98624247635426,16.7837489251935,8.53515846870385
"montana","prairie",28783,18657,944,290699,2,0,117,2300,5,0,85,25384,1088,1737,83,27846,0,0,2,-47,0,0,2,-47,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,1.54274535027068,0.626367299942429,16.0310880829016,15.5812295653106
"montana","ravalli",208712,26049,1369,215821,20,1218,515,12292,83,1233,231,5101,44174,2394,430,19015,25,169,106,1740,14,468,234,7849,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,8.01228454067335,18.4519632414369,7.94277360066834,8.28519328956966
"montana","richland",89545,16102,1089,224037,5,0,125,3285,25,87,50,9942,11491,2084,179,46182,7,37,11,2184,0,0,35,992,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,5.56111042106571,5.51391554702495,22.1602687140115,13.9136132157496
"montana","roosevelt",92446,20864,1197,258725,4,0,162,4230,30,87,60,7520,10794,2356,118,18744,11,41,4,512,2,-47,17,367,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,4.43088573619632,4.58149405772496,7.95585738539898,12.4005463957055
"montana","rosebud",206906,28890,1783,555573,5,0,365,23702,35,520,201,36078,8329,5012,225,66397,4,414,14,3291,0,0,27,407,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,7.16185531325718,1.66181165203512,13.2476057462091,19.2306334371755
"montana","sanders",350304,19858,1314,67659,38,3115,826,20544,150,3861,225,4782,12400,2762,170,12048,6,33,17,227,1,-47,94,6028,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,17.6404471749421,4.48950036205648,4.36205648081101,3.40714069896263
"montana","sheridan",59139,8789,524,74373,3,0,65,1099,18,41,25,1222,3539,1677,115,15631,2,-47,7,386,0,0,14,207,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,6.72875184890204,2.1103160405486,9.32081097197376,8.46205484127887
"montana","silverbow",74633,11298,709,214068,2,0,134,2098,16,81,68,3650,35133,718,51,5794,1,-47,4,103,0,0,20,289,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,6.60585944414941,48.9317548746518,8.06963788300836,18.947424322889
"montana","stillwater",205859,12164,1314,237627,10,440,360,24488,35,302,186,60460,8963,1795,192,29337,2,-47,29,37316,0,0,45,715,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,16.9236270963499,4.9933147632312,16.3437325905292,19.5352680039461
"montana","sweetgrass",34651,9136,738,189129,6,16700,159,3426,17,11149,120,64797,3678,1855,151,35717,3,28,36,3366,0,0,24,342,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,3.79279772329247,1.98274932614555,19.2544474393531,20.7015105078809
"montana","teton",277763,19129,1265,220038,17,49,440,302608,74,73539,153,16342,6226,2273,195,42779,10,-47,24,4394,5,-47,42,-47,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,14.5205185843484,2.7391113066432,18.8205015398152,11.5028490773172
"montana","toole",26606,7961,433,75572,7,43800,73,638112,22,79371,29,7238,4971,1911,75,11535,5,14756,13,3072,0,0,18,121328,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,3.34204245697777,2.60125588697017,6.03610675039246,9.49277728928527
"montana","treasure",186946,13621,922,240857,3,0,211,21341,20,462,76,5657,762,979,51,20803,0,0,2,-47,0,0,5,67,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,13.7248366492915,0.778345250255363,21.2492339121553,17.6827692533588
"montana","valley",27152,22098,824,247339,3,0,103,2473,23,1248,85,22393,7578,4921,184,56272,2,-47,12,538,0,0,40,1186,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,1.22870848040547,1.53993090835196,11.4350741719163,11.1928228798986
"montana","wheatland",21966,10894,1033,284206,8,18260,132,2619,20,11129,133,31949,2069,1423,75,28888,3,10973,15,8791,3,16700,14,176,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,2.01633926932256,1.45397048489108,20.3007730147576,26.0883054892601
"montana","wibaux",41945,12447,1030,254705,3,0,121,2925,14,46,57,8115,937,889,62,14047,1,-47,0,0,0,0,10,153,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,3.36988832650438,1.05399325084364,15.8008998875141,20.4631638145738
"montana","yellowstone",211935,20506,1667,374830,8,440,386,23814,45,646,173,60630,164731,2635,436,64074,12,-47,53,2024,3,-47,155,20326,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,10.3352677265191,62.5165085388994,24.3165085388994,18.2790402808934
"montana","yellowstonenational",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,NA,NA,NA,NA
"montana","hill",31207,12525,532,108165,9,43800,84,177854,16,41856,24,3105,16309,2896,130,14834,7,25224,10,1295,4,-47,31,105299,1585,"Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784,2.49157684630739,5.63156077348066,5.12223756906077,8.63592814371257
"nebraska","adams",169800,4285,1272,492875,17,0,229,113256,68,265375,103,12939,31205,563,141,62608,15,51265,16,159,0,0,24,388,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,39.6266044340723,55.4262877442274,111.204262877442,115.02333722287
"nebraska","antelope",73868,7073,2151,775958,23,240,257,9094,128,460657,88,6043,6295,857,278,131008,26,140495,6,127,2,-47,41,1406,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,10.443658984872,7.34539089848308,152.868144690782,109.707054997879
"nebraska","arthur",12364,5551,502,267086,3,0,32,528,17,16262,3,0,434,715,59,29610,3,16098,0,0,0,0,2,-47,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,2.22734642406774,0.606993006993007,41.4125874125874,48.1149342460818
"nebraska","blaine",21326,12326,1621,894829,10,72,156,2942,23,35126,40,1454,431,711,77,36191,0,0,2,-47,6,18,6,18,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,1.73016388122668,0.606188466947961,50.901547116737,72.5968684082427
"nebraska","boone",87897,4667,1323,601288,22,21281250,178,5605,138,814269,60,3122,5379,687,215,104998,7,-47,0,0,0,0,10,162,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,18.833726162417,7.82969432314411,152.835516739447,128.838225841011
"nebraska","boxbutte",65942,8388,1410,563834,15,460,261,4884,32,58130,67,6067,10842,1075,136,54930,5,187,6,657,2,-47,31,518,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,7.86146876490224,10.0855813953488,51.0976744186047,67.2191225560324
"nebraska","boyd",35726,7956,2118,655365,20,675,186,6535,81,413659,81,7534,1810,540,163,45552,6,600,3,121,3,450,9,659,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,4.4904474610357,3.35185185185185,84.3555555555556,82.3736802413273
"nebraska","brown",11427,10244,1064,691220,10,72,93,1299,15,26,16,616,2903,1221,161,136229,6,-47,3,306,3,54,20,277,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,1.11548223350254,2.37755937755938,111.571662571663,67.4755954705193
"nebraska","buffalo",203930,7861,2424,1168140,6,0,333,116058,102,175395,107,3987,50084,968,443,103788,19,3127,21,2099,1,-47,68,110415,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,25.9419921129627,51.7396694214876,107.219008264463,148.599414832718
"nebraska","burt",103873,3773,1178,515398,59,5430646,278,103783,137,314965,111,4178,6722,493,128,26858,5,-47,24,1024,1,-47,34,909,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,27.530612244898,13.6348884381339,54.4787018255578,136.601643254704
"nebraska","butler",472248,5392,1934,516061,61,66051560,548,555425,222,891842,169,5182,8369,584,214,48777,24,59663,21,858,13,31469510,64,543468,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,87.5830860534125,14.3304794520548,83.5222602739726,95.7086424332344
"nebraska","cass",599089,3957,1155,112637,36,7306063,494,12253,61,72043,121,3149,26598,559,124,7730,6,5016,22,574,2,-47,48,-47,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,151.399797826636,47.5813953488372,13.8282647584973,28.4652514531211
"nebraska","cedar",77668,4276,1628,383291,12,452,205,4084,132,356366,111,8655,8380,740,372,99336,36,99386,9,2801,4,212,41,1029,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,18.1637043966324,11.3243243243243,134.237837837838,89.637745556595
"nebraska","chase",23779,6447.91,792,581947,9,499,115,2543,38,19067,33,1497,3893,894,104,145431,2,-47,2,-47,0,0,16,349,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,3.68786164819298,4.35458612975391,162.674496644295,90.2535860457109
"nebraska","cherry",48672,19598,2042,1058752,13,2247,157,2696,30,49093,28,431,5455,5961,481,337095,5,26,5,125,0,0,41,539,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,2.48351872640065,0.9151149136051,56.5500754906895,54.023471782835
"nebraska","cheyenne",45775,8857.14,1064,625778,9,0,229,4738,31,71,57,3656,9468,1196,128,52669,5,25,3,165,1,-47,45,906,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,5.16814682843446,7.91638795986622,44.0376254180602,70.6523776297992
"nebraska","clay",73904,3982,958,345307,15,0,153,2933,76,345914,110,12658,6104,573,109,50961,9,185399,24,3241,2,-47,30,-47,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,18.5595178302361,10.652705061082,88.9371727748691,86.716976393772
"nebraska","colfax",105269,3211,1298,683167,49,52750760,243,646764,203,1034831,88,2988,10582,413,149,83930,26,77934,15,562,1,-47,15,532,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,32.7838679539084,25.6222760290557,203.220338983051,212.758330738088
"nebraska","cuming",85796,3280,1199,608625,28,0,217,103916,130,431347,89,3497,9013,572,344,346446,47,202065,8,418,18,-47,54,101247,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,26.1573170731707,15.756993006993,605.674825174825,185.556402439024
"nebraska","custer",130001,10680,2544,1184919,10,18,290,115329,67,114774,91,4635,10545,2579,703,290855,7,-47,22,766,1,-47,59,1342,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,12.1723782771536,4.08879410624273,112.778208607988,110.947471910112
"nebraska","dakota",156713,2467,663,170928,3,0,139,2403,59,106959,71,3115,21582,264,69,5998,18,19236,4,520,1,-47,23,462,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,63.5237130117552,81.75,22.719696969697,69.2857721929469
"nebraska","dawes",45948,10059,1247,438888,16,2677,215,6042,20,535,57,6763,8199,1396,270,67843,2,-47,23,3424,6,270,54,1254,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,4.5678496868476,5.87320916905444,48.5981375358166,43.6313748881599
"nebraska","dawson",132796,9097,2330,1205452,4,0,264,114647,60,114237,85,4738,24111,1013,294,221267,24,111068,14,254,1,-47,27,883,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,14.5977794877432,23.8015794669299,218.427443237907,132.51093767176
"nebraska","deuel",26777,5833.83,517,234048,6,410,102,2456,26,18759,23,1228,1838,440,56,15465,2,-47,3,15,0,0,13,326,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,4.5899520555107,4.17727272727273,35.1477272727273,40.1190984310479
"nebraska","dixon",83816,3190,1021,242962,6,212,155,2352,92,196428,89,7453,5606,476,170,37711,15,48058,18,1082,0,0,17,-47,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,26.2746081504702,11.7773109243697,79.2247899159664,76.1636363636364
"nebraska","dodge",699522,4071,1438,625091,61,36993960,375,650130,177,423123,152,6071,37167,534,148,47195,28,50665,23,465,6,-47,43,855,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,171.830508474576,69.6011235955056,88.3801498127341,153.547285679194
"nebraska","douglas",949107,3204,917,168237,48,6372953,357,7651,125,175737,138,5039,584526,331,32,719,2,-47,13,197,0,0,47,1030,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,296.225655430712,1765.93957703928,2.17220543806647,52.5084269662921
"nebraska","dundy",24184,7696.61,1029,600450,5,89,126,3125,35,712,45,802,1654,920,117,62741,4,466,2,-47,0,0,9,290,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,3.14216258846427,1.79782608695652,68.1967391304348,78.0148662852866
"nebraska","fillmore",74050,4598,1344,293242,15,5996046,246,3670,98,340389,142,8442,5551,576,126,37944,10,37184,16,1007,0,0,1,-47,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,16.1048281861679,9.63715277777778,65.875,63.7759895606786
"nebraska","franklin",33564,4542,978,540637,2,0,144,6229,35,47758,62,11205,2889,576,139,29050,3,390,8,154,0,0,18,356,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,7.38969616908851,5.015625,50.4340277777778,119.030603258476
"nebraska","frontier",82009,7868,1607,768920,2,0,180,3766,37,138922,79,2428,2519,975,185,50877,2,-47,4,360,0,0,15,329,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,10.4231062531774,2.58358974358974,52.1815384615385,97.7275038129131
"nebraska","furnas",40014,5733,1092,522091,5,15,122,2597,20,31251,33,1047,4636,718,149,35951,1,-47,3,134,0,0,14,274,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,6.97959183673469,6.45682451253482,50.0710306406685,91.0676783533926
"nebraska","gage",405158,6064,2265,254161,31,2481334,479,9449,140,256118,151,7032,21704,855,343,33769,36,37254,20,434,4,700015,58,-47,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,66.813654353562,25.3847953216374,39.4959064327485,41.9130936675462
"nebraska","garden",22774,8562,923,469386,4,0,109,1925,18,16354,21,446,1874,1705,104,84295,3,27,2,-47,0,0,10,199,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,2.65989254846998,1.09912023460411,49.4398826979472,54.8220042046251
"nebraska","garfield",27925,7275,1773,737838,6,0,152,5719,33,118461,56,4018,1813,570,79,50631,2,-47,0,0,0,0,10,235,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,3.83848797250859,3.18070175438596,88.8263157894737,101.421030927835
"nebraska","gosper",42127,3704,839,541138,1,0,82,1858,31,111068,21,748,1893,458,105,25570,1,-47,0,0,0,0,11,96,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,11.3733801295896,4.13318777292576,55.8296943231441,146.095572354212
"nebraska","grant",14212,12319,1070,623160,1,0,90,1462,15,16274,9,125,611,776,57,40774,0,0,0,0,1,-47,2,-47,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,1.15366507021674,0.787371134020619,52.5438144329897,50.585274778797
"nebraska","greeley",25214,3977,1183,456449,2,0,133,2571,50,60139,37,1899,2188,570,129,39680,6,-47,7,1217,0,0,11,-47,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,6.33995473975358,3.83859649122807,69.6140350877193,114.772190093035
"nebraska","hall",167756,3676,1354,384353,14,0,238,113779,70,67300,84,3444,62895,546,200,67025,8,7284,7,28,3,-47,32,-47,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,45.6354733405876,115.192307692308,122.75641025641,104.557399347116
"nebraska","hamilton",136640,3726,1029,350633,20,0,196,2307,79,338519,85,4408,9429,544,137,25053,6,3071,15,269,10,-47,34,1013,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,36.6720343531938,17.3327205882353,46.0533088235294,94.1044015029522
"nebraska","harlan",36694,4667,950,487611,5,15,140,5370,23,32529,56,1731,3073,553,131,38709,5,3439,6,128,0,0,14,248,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,7.86243839725734,5.55696202531646,69.998191681736,104.480608527962
"nebraska","hayes",49072,7659,1238,676942,4,410,140,2924,16,19109,67,2826,856,713,130,56053,0,0,14,336,0,0,8,62,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,6.40710275492884,1.20056100981767,78.6157082748948,88.3851677764721
"nebraska","hitchcock",20908,5105,828,264647,0,0,77,1641,11,28278,42,781,2616,710,126,20565,0,0,14,46,0,0,12,205,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,4.09559255631734,3.68450704225352,28.9647887323944,51.8407443682664
"nebraska","holt",31848,8414,2099,816616,15,450,203,6558,82,379337,71,4947,10127,2413,690,190677,16,118022,26,2961,3,-47,60,3721,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,3.78512003803185,4.19685039370079,79.0207210940738,97.054433087711
"nebraska","hooker",8279,9459,855,521462,1,0,61,832,15,51255,5,125,711,721,75,25610,1,-47,0,0,0,0,3,30,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,0.875251083624062,0.986130374479889,35.5201109570042,55.1286605349403
"nebraska","howard",135649,4146,1533,397772,4,0,227,112953,66,70111,69,4338,6475,570,268,76316,20,2553,17,471,0,0,58,1559,1642,"Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026,32.7180414857694,11.359649122807,133.887719298246,95.941148094549
