"state","county.x","pop_summed","area_summed","cattled_farms_summed","cattle_count_summed","broiler_farms_summed","broiler_count_summed","layer_farms_summed","layer_count_summed","hog_farms_summed","hog_count_summed","sheep_farms_summed","sheep_count_summed","Population..2020.census.","Area..mi.2.","cattle.farms.x","cattle.count.x","hog.farm.x","hog.count.x","sheep.farm.x","sheep.count.x","broiler.farm.x","broiler.count.x","layer.farm.x","layer.count.x","X","county.y","cattle.farms.y","cattle.count.y","hog.farm.y","hog.count.y","layer.farm.y","layer.count.y","broiler.farm.y","broiler.count.y","sheep.farm.y","sheep.count.y","surrounding_population_density","population_density","animal_density","surrounding_animal_density"
"florida","clay",1617020,3584,949,34996,8,182,402,6000,109,1007,66,1054,218245,601,157,6664,24,137,16,268,6,182,95,2709,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,451.177455357143,363.136439267887,11.0881863560732,9.76450892857143
"florida","collier",5905209,8135,661,92367,45,2621,514,44053,72,401,136,2421,375752,2026,65,10033,8,37,6,78,1,-47,37,664,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,725.901536570375,185.464955577493,4.95212240868707,11.3542716656423
"florida","columbia",478360,5261,2361,179468,85,29832674,805,254931,220,1998,177,4006,69698,797,419,29392,25,169,35,903,6,-47,155,-47,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,90.9256795286067,87.4504391468005,36.8782936010038,34.1129062915795
"florida","desoto",1181101,4309,2026,277883,14,4917,371,9960,77,606,82,1289,33976,637,427,65480,22,144,5,38,8,4830,56,928,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,274.100951496867,53.3375196232339,102.794348508634,64.4889765606869
"florida","dixie",107560,3756,930,109128,36,16913115,281,110335,114,767,55,1729,16759,704,72,3841,19,72,8,94,0,0,30,-47,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,28.6368477103301,23.8053977272727,5.45596590909091,29.0543130990415
"florida","duval",1605848,3221,704,18789,9,182,347,10294,99,801,59,1081,995567,774,130,2904,6,66,11,217,0,0,54,1023,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,498.555728034772,1286.26227390181,3.75193798449612,5.83328158956846
"florida","escambia",778429,4214.86,890,45566,17,782,398,7175,102,441,54,1088,321905,664,197,9675,14,72,16,292,3,45,64,1401,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,184.686798612528,484.796686746988,14.5707831325301,10.8107979861727
"florida","flagler",1015667,2922,842,29120,13,382,377,8086,103,565,83,1434,115378,485,54,4917,0,0,1,-47,0,0,12,164,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,347.593086926763,237.892783505155,10.1381443298969,9.96577686516085
"florida","franklin",68381,2542,112,4055,5,366,97,2978,39,124,3,0,12451,534,3,327,0,0,0,0,0,0,9,132,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,26.9004720692368,23.3164794007491,0.612359550561798,1.59520062942565
"florida","gadsden",469715,4795,883,87093,35,18514139,314,6926,84,860,71,885,43826,516,117,4563,8,32,8,132,0,0,65,-47,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,97.9593326381648,84.9341085271318,8.84302325581395,18.1632950990615
"florida","gilchrist",477404,5073,2439,216661,103,38381374,776,237840,229,1929,189,4962,17864,349,236,37733,34,154,11,370,8,1415,90,1971,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,94.106840134043,51.1862464183381,108.117478510029,42.7086536566134
"florida","glades",2790915,7817,2129,423300,72,3841,614,15584,131,822,160,2435,12126,774,215,64634,5,36,8,153,0,0,27,603,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,357.031469873353,15.6666666666667,83.5064599483204,54.1512089036715
"florida","gulf",223481,3266,140,5396,0,0,117,2196,31,67,17,94,14192,565,14,1390,0,0,1,-47,0,0,3,82,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,68.4265156154317,25.1185840707965,2.46017699115044,1.65217391304348
"florida","hamilton",283393,4094,1565,123702,77,40377445,469,246430,111,1245,122,3449,14004,515,121,7178,5,-47,9,40,3,4500000,31,450,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,69.2215437225208,27.1922330097087,13.9378640776699,30.2154372252076
"florida","hardee",2745056,5969,3765,393081,43,5411,723,14363,159,2273,165,2727,25327,637,552,71991,11,69,24,508,0,0,69,1172,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,459.885407941029,39.7598116169545,113.015698587127,65.8537443457866
"florida","hendry",5009807,10024,1777,358864,79,4074,631,16496,135,766,163,2294,39619,1153,181,64720,6,-47,8,75,4,252,18,-47,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,499.781225059856,34.3616652211622,56.131830008673,35.8004788507582
"florida","hernando",1040001,2353,2027,87353,32,4297,637,2644961,188,1108,168,2229,194515,478,379,9372,38,256,46,808,12,690,169,3965,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,441.989375265618,406.935146443515,19.6066945606695,37.1240968975776
"florida","highlands",1512857,7741,3456,654827,38,5498,541,5607,156,1282,130,2504,101235,1028,481,74469,10,122,30,428,1,-47,87,1535,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,195.434310812557,98.477626459144,72.4406614785992,84.5920423717866
"florida","hillsborough",4130843,5329,3477,287767,38,613,764,2648930,205,2369,176,2666,1459762,1051,957,32943,48,1114,72,936,18,-47,245,6790,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,775.162882341903,1388.92673644148,31.3444338725024,54.0001876524676
"florida","holmes",194254,3610.41,1360,92041,53,49570921,463,29474,96,794,76,933,19653,482,292,12401,19,91,7,74,2,-47,83,1316,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,53.8038616112851,40.7738589211618,25.7282157676349,25.4932265310588
"florida","indianriver",1523926,4189,1139,335458,28,1731,288,6601,89,623,90,1871,159788,503,180,23234,16,179,14,247,4,60,64,1372,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,363.792313201241,317.669980119284,46.1908548707753,80.08068751492
"florida","jackson",475962,6053.23,1609,117194,53,48992999,566,10607,131,647,86,1322,47319,916,337,34278,25,182,18,343,6,1875750,88,2740,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,78.6294259428437,51.6582969432314,37.4213973799127,19.3605727851081
"florida","jefferson",442335,4648,810,90272,40,17674562,351,9411,99,1503,48,885,14510,598,168,29064,22,226,12,157,5,73,78,4069,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,95.1667383820998,24.2642140468227,48.6020066889632,19.421686746988
"florida","lafayette",126087,4018,1354,126492,88,51039850,372,228835,147,1597,89,2944,8226,543,126,17387,13,310,5,755,16,13048500,21,104504,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,31.380537580886,15.1491712707182,32.0202578268877,31.4813339970134
"florida","lake",4457625,8597,4466,338264,78,4094,1486,23450,337,2798,328,6454,383956,953,618,25550,41,450,28,805,7,1267,218,-47,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,518.509363731534,402.891920251836,26.810073452256,39.3467488658834
"florida","lee",1375166,5451,845,161942,25,2475,249,7046,71,402,52,814,760822,804,244,9946,30,207,23,446,17,2136,130,4851,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,252.277747202348,946.296019900498,12.3706467661692,29.7086773069162
"florida","leon",464306,4230,659,74693,38,16359122,344,9174,94,893,50,612,292198,667,75,1936,10,259,14,151,3,8613,66,1886,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,109.765011820331,438.07796101949,2.90254872563718,17.6579196217494
"florida","levy",885757,5208,2827,183894,68,7472,1090,27342,278,1790,262,4949,42915,1118,408,46261,26,127,27,459,6,200,110,3525,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,170.076228878648,38.3855098389982,41.3783542039356,35.3099078341014
"florida","liberty",465372,5208,694,46556,14,1884729,350,8119,84,597,55,713,7974,836,45,1220,22,47,1,-47,0,0,29,632,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,89.3571428571429,9.53827751196172,1.45933014354067,8.93932411674347
"florida","madison",254530,5076,1490,136605,98,57289018,435,233540,136,1630,108,3509,17968,692,284,26480,11,676,13,435,8,8797000,60,-47,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,50.1438140267928,25.9653179190751,38.2658959537572,26.911938534279
"florida","manatee",3077827,5513,3379,332973,42,5411,680,14287,151,2151,141,2348,399710,741,331,38973,10,149,10,204,2,-47,78,3938,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,558.28532559405,539.419703103914,52.5951417004049,60.3977870487938
"florida","marion",1991706,7482,4587,224257,82,7706,1684,32776,392,2831,378,7082,375908,1579,1167,40796,89,403,115,2388,23,958,489,11151,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,266.199679230152,238.06713109563,25.8366054464851,29.9728682170543
"florida","martin",2071237,5863,1463,358633,58,2838,426,10047,93,555,120,1937,158431,556,294,25376,23,72,31,424,10,107,102,2236,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,353.272556711581,284.947841726619,45.6402877697842,61.1688555347092
"florida","miami-dade",5104768,6178,236,17701,24,233,366,39202,36,194,105,1900,2701767,1946,105,7668,22,128,72,1613,16,-47,262,36755,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,826.28164454516,1388.36947584789,3.94039054470709,2.86516672062156
"florida","monroe",3160393,4969,172,17701,17,0,299,37419,30,165,78,1691,82874,997,2,0,0,0,0,0,0,0,0,0,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,636.02193600322,83.123370110331,0,3.56228617428054
"florida","nassau",1181464,3422,554,12981,8,99,265,8086,78,662,46,691,90352,652,186,4736,41,252,16,269,2,-47,85,4294,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,345.255406195207,138.576687116564,7.26380368098159,3.79339567504383
"florida","okaloosa",549300,4985.54,1128,49322,47,31381706,493,472813,98,984,69,1236,211668,936,112,2741,8,359,18,384,0,0,70,1303,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,110.178636617097,226.141025641026,2.9284188034188,9.89301058661649
"florida","okeechobee",3445962,10591,3327,664979,79,3479,803,13395,193,1565,206,3703,39644,774,438,157001,12,80,14,224,10,-47,39,-47,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,325.367009725238,51.2196382428941,202.843669250646,62.7871777924653
"florida","orange",4558577,7490,2714,287931,57,3587,922,15310,242,2269,207,4030,1429908,908,168,16382,19,485,35,399,11,-47,74,2714,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,608.6217623498,1574.78854625551,18.0418502202643,38.4420560747664
"florida","osceola",3228233,7363,3088,505279,49,1908,708,6062,172,2025,163,3194,388656,1322,186,99418,16,34,18,478,2,-47,38,441,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,438.439902213772,293.990922844175,75.2027231467473,68.6240662773326
"florida","palmbeach",3686386,6500,1328,326276,58,1851,427,10053,75,400,127,1708,1492191,2034,136,14545,23,183,39,623,27,1259,174,5431,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,567.136307692308,733.62389380531,7.15093411996067,50.1963076923077
"florida","pasco",4030073,4975,3694,219160,51,1303,942,2647785,249,2679,218,3282,561891,745,613,34635,77,362,46,405,3,32,170,2636116,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,810.064924623116,754.21610738255,46.489932885906,44.0522613065327
"florida","pinellas",2980760,2076,1577,67578,22,32,429,2643820,126,1476,118,1341,959107,280,7,0,1,-47,0,0,1,-47,14,914,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,1435.81888246628,3425.38214285714,0,32.5520231213873
"florida","polk",5644887,10580,6082,693572,71,1880,1362,2652706,329,3812,331,5520,725046,1875,1017,109225,58,675,24,613,14,581,188,-47,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,533.543194706994,386.6912,58.2533333333333,65.5550094517958
"florida","putnam",1916491,6269,2993,128988,59,2846,1248,27761,306,2222,288,5392,73321,722,234,13437,25,157,4,82,1,-47,82,-47,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,305.70920401978,101.552631578947,18.6108033240997,20.5755303876216
"florida","santarosa",758330,3561.08,682,28215,6,81,335,8478,76,639,43,997,188000,1016,215,6955,43,172,0,0,3,36,159,4464,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,212.94944230402,185.03937007874,6.84547244094488,7.92315814303526
"florida","sarasota",1054539,2644,993,131423,13,4917,215,7253,56,415,28,353,434006,572,95,14361,2,-47,6,49,0,0,44,1459,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,398.842284417549,758.751748251748,25.1066433566434,49.7061270801815
"florida","seminole",3444875,4293,1511,79288,41,3006,696,14869,168,1560,165,2939,470856,308,94,3943,13,91,5,61,7,906,65,1739,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,802.440018634987,1528.75324675325,12.8019480519481,18.4691358024691
"florida","stjohns",1675936,3191,634,28723,8,182,268,4413,59,380,37,729,273425,609,59,801,4,20,5,162,1,-47,25,517,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,525.207145095581,448.973727422003,1.31527093596059,9.00125352554058
"florida","stlucie",687089,2405,1111,237968,31,1387,271,5385,75,515,79,1333,329226,572,199,32357,24,184,20,438,7,1220,66,1777,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,285.691891891892,575.56993006993,56.5681818181818,98.9471933471933
"florida","sumter",2524911,6760,4829,262924,76,7103,1532,2656112,376,2636,335,6035,129752,546,721,32985,27,272,30,520,3,-47,156,-47,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,373.507544378698,237.641025641026,60.4120879120879,38.8940828402367
"florida","suwannee",171234,3584,1734,155315,91,51676850,498,228950,136,1590,121,3742,43474,688,548,37145,48,281,48,1239,50,25329935,141,122025,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,47.77734375,63.1889534883721,53.9898255813954,43.3356584821429
"florida","taylor",79259,3579,738,80678,35,25708573,219,108908,87,1388,42,1492,21796,1042,88,3906,22,104,4,51,6,3863000,30,335,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,22.145571388656,20.9174664107486,3.74856046065259,22.5420508521933
"florida","union",420775,2789,1598,92922,23,1324,592,8687,152,1778,127,2517,16147,240,180,7438,13,166,7,147,0,0,62,1121,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,150.869487271423,67.2791666666667,30.9916666666667,33.317318035138
"florida","volusia",4009482,7079,2966,138438,65,3964,1279,26184,282,2120,285,5409,553543,1106,495,9965,74,388,73,1190,11,382,258,7405,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,566.391015680181,500.49095840868,9.00994575045208,19.5561519988699
"florida","wakulla",360897,3242,341,33665,13,9052,238,8851,71,609,28,308,33764,607,50,1118,17,77,1,-47,5,366,56,2132,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,111.319247378162,55.6243822075783,1.84184514003295,10.3840222085133
"florida","walton",571389,5424.87,1545,85021,81,74458841,568,471642,98,1081,95,1351,75305,1058,258,7000,24,327,26,161,10,4618000,141,22966,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,105.327685271721,71.1767485822306,6.61625708884688,15.6724492937158
"florida","washington",342811,3800,1064,63626,18,6493750,442,30309,90,724,64,722,25318,580,152,9212,15,104,10,137,0,0,88,2452,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,90.2134210526316,43.651724137931,15.8827586206897,16.7436842105263
"florida","alachua",902524,5972,3471,227465,61,3897,1275,23583,302,2293,273,5651,278468,874,630,44902,64,816,55,1142,17,1324,229,5815,298,"Florida",17435,1574057,1486,14482,6197,7096782,415,64995839,1358,24329,151.125920964501,318.613272311213,51.3752860411899,38.0885800401875
"georgia","appling",144095,2966,558,43847,173,92975487,233,1695532,47,431,37,686,18444,509,124,7167,8,144,15,427,35,18079923,51,597265,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,48.5822656776804,36.2357563850688,14.0805500982318,14.7832097100472
"georgia","bacon",143422,2972,497,33659,94,53837613,202,1160678,44,286,38,716,11140,285,68,7406,0,0,2,-47,9,3378690,28,421852,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,48.2577388963661,39.0877192982456,25.9859649122807,11.3253701211306
"georgia","baker",162215,2856,453,82472,53,25825616,53,440,32,392,14,302,2876,343,43,6479,1,-47,0,0,2,-47,8,-47,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,56.7979691876751,8.38483965014577,18.8892128279883,28.8767507002801
"georgia","baldwin",131793,2596,429,34199,18,3249500,113,3729,25,176,29,464,43799,258,52,2060,0,0,5,68,0,0,5,110,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,50.767719568567,169.763565891473,7.98449612403101,13.1737288135593
"georgia","banks",423437,1950,1765,98215,429,280493648,470,4584326,84,847,128,3748,18035,234,226,14264,10,-47,8,154,68,36735764,63,533691,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,217.147179487179,77.0726495726496,60.957264957265,50.3666666666667
"georgia","barrow",1586753,1967,1003,60900,160,90140897,283,2101385,72,659,92,2731,83505,162,113,6910,12,30,5,22,30,15154900,23,371,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,806.686832740214,515.462962962963,42.6543209876543,30.9608540925267
"georgia","bartow",1542528,2949,1129,59270,147,106723166,454,130454,106,1317,106,2047,108901,460,192,18065,23,78,20,251,30,15446214,65,-47,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,523.068158697864,236.741304347826,39.2717391304348,20.0983384198033
"georgia","benhill",100201,2315,418,36922,51,40265550,92,1708,28,46,21,271,17194,252,48,1597,2,-47,0,0,2,-47,12,266,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,43.2833693304536,68.2301587301587,6.33730158730159,15.9490280777538
"georgia","berrien",265905,2931,633,50064,71,49638399,188,47298,42,62,46,1404,18160,452,103,9419,5,-47,7,128,8,6364000,25,-47,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,90.7215967246674,40.1769911504425,20.8384955752212,17.0808597748209
"georgia","bibb",397435,2102,353,21482,61,36277262,149,11306,39,255,41,1590,157346,250,37,1041,3,15,1,-47,9,3894300,14,334,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,189.074690770695,629.384,4.164,10.2197906755471
"georgia","bleckley",272465,2962,535,28151,25,4345800,252,89411,54,873,28,689,12583,217,35,1384,4,12,1,-47,0,0,9,158,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,91.9868332207968,57.9861751152074,6.3778801843318,9.50405131667792
"georgia","brantley",255917,4168,371,12056,20,1288154,206,267784,70,542,28,238,18021,444,71,1914,19,261,4,19,0,0,29,-47,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,61.4004318618042,40.5878378378378,4.31081081081081,2.89251439539347
"georgia","brooks",289959,4132,1010,109949,77,61278703,317,217830,70,1461,60,1655,16301,494,72,13163,9,-47,4,91,9,1750510,33,989,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,70.1740077444337,32.997975708502,26.6457489878543,26.6091481122943
"georgia","atkinson",122415,3288,401,34197,61,41219055,127,45526,45,74,26,417,8286,338,72,7838,2,-47,0,0,10,6353450,17,44407,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,37.2308394160584,24.5147928994083,23.189349112426,10.4005474452555
"georgia","bulloch",257870,3721,489,31697,41,7989398,252,62552,61,392,37,642,81099,683,88,5438,8,38,6,36,10,4027114,62,1365,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,69.3012631013168,118.739385065886,7.96193265007321,8.51840902983069
"georgia","burke",489857,5417,839,71042,94,20947053,398,112690,110,1124,106,2254,24596,831,142,25810,18,233,15,326,7,4820,40,1014,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,90.4295735647037,29.5980746089049,31.0589651022864,13.1146390991324
"georgia","butts",506980,1935,593,33427,48,22178830,256,4896395,52,283,55,1552,25434,187,67,4007,1,-47,4,42,1,-47,28,364,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,262.005167958656,136.010695187166,21.427807486631,17.2749354005168
"georgia","calhoun",123551,2424,285,39632,8,0,34,333,13,64,11,66,5573,280,36,5273,1,-47,3,-47,2,-47,3,145,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,50.9698844884488,19.9035714285714,18.8321428571429,16.3498349834984
"georgia","camden",260158,2929,332,8539,8,99,181,6962,75,571,28,328,54768,630,18,368,5,18,6,40,5,99,21,559,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,88.8214407647661,86.9333333333333,0.584126984126984,2.91532946398088
"georgia","candler",175494,2652,441,34614,144,75624517,179,329857,34,178,27,557,10981,247,58,3214,6,-47,10,282,0,0,29,55992,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,66.1742081447964,44.4574898785425,13.0121457489879,13.052036199095
"georgia","carroll",1723268,3702.65,1394,83628,216,134932881,460,428612,74,473,87,1812,119148,499,402,21507,16,102,12,330,72,48573448,87,146490,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,465.414770502208,238.773547094188,43.1002004008016,22.5859857129353
"georgia","catoosa",604597,1441,741,35107,70,52482954,299,591379,52,410,50,1479,67872,162,112,4278,2,-47,5,207,11,7044000,38,962,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,419.567661346287,418.962962962963,26.4074074074074,24.3629424011103
"georgia","charlton",240169,3995,563,13640,14,1288154,265,7490,103,902,42,511,12518,781,48,1289,2,-47,2,-47,1,-47,17,459,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,60.1173967459324,16.0281690140845,1.65044814340589,3.41426783479349
"georgia","chatham",498845,2581,133,3465,8,4300,107,4575,38,383,10,145,295291,440,4,254,0,0,0,0,0,0,5,254,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,193.275862068966,671.115909090909,0.577272727272727,1.34250290585045
"georgia","chattahoochee",294215,2392.14,245,18457,13,2941078,73,9812,20,81,18,304,9565,249,0,0,0,0,0,0,2,-47,0,0,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,122.992383388932,38.4136546184739,0,7.71568553679969
"georgia","chattooga",287782,2603.79,1773,102099,271,196003651,488,1729731,109,1978,98,2924,24965,314,122,9521,9,96,7,125,9,14784000,20,172473,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,110.524274231025,79.5063694267516,30.3216560509554,39.2116875784914
"georgia","cherokee",2577221,2777,937,49790,158,116252844,370,172905,87,1172,80,948,266620,424,118,2769,16,49,7,82,3,878000,47,876,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,928.059416636658,628.820754716981,6.53066037735849,17.9294202376665
"georgia","clarke",374827,1512,1076,69558,267,204394472,270,469684,74,427,99,3541,128671,121,23,702,5,14,6,140,1,-47,12,332,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,247.901455026455,1063.39669421488,5.80165289256198,46.0039682539683
"georgia","clay",70304,3013.63,626,70423,68,43937073,79,105169,20,169,11,0,2848,195,24,3775,1,-47,1,-47,1,-47,2,-47,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,23.3286767121379,14.6051282051282,19.3589743589744,23.3681639750069
"georgia","clayton",2555899,1710,194,5438,8,80,150,3274,19,117,31,360,297595,195,3,0,0,0,0,0,0,0,5,102,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,1494.67777777778,1526.12820512821,0,3.18011695906433
"georgia","clinch",162817,4023,799,54977,23,7641505,312,169075,83,655,50,1086,6749,809,17,3934,0,0,1,-47,1,-47,1,-47,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,40.4715386527467,8.34239802224969,4.8627935723115,13.6656723837932
"georgia","cobb",2521278,2266,445,25743,39,16324289,268,12502,58,221,57,786,766149,340,7,57,1,-47,2,-47,3,75,30,2146,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,1112.65578111209,2253.37941176471,0.167647058823529,11.3605472197705
"georgia","coffee",171045,3960,664,53304,81,50647140,194,607924,42,78,30,417,43092,599,128,10939,13,-47,15,271,36,27213550,41,-47,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,43.1931818181818,71.9398998330551,18.2621035058431,13.4606060606061
"georgia","colquitt",209109,3170,625,81984,103,72724912,166,333126,45,622,28,809,45898,552,135,10809,8,365,6,61,35,35440721,25,210653,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,65.9649842271293,83.1485507246377,19.5815217391304,25.8624605678233
"georgia","columbia",427122,2229,382,22623,17,4237184,251,6395,41,180,41,764,156010,290,44,1129,13,38,1,-47,3,64,59,968,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,191.620457604307,537.965517241379,3.89310344827586,10.1493943472409
"georgia","cook",257183,2496,554,48229,65,51090630,160,213575,30,398,40,1285,17229,229,74,6368,1,-47,3,130,12,7535399,21,501,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,103.038060897436,75.235807860262,27.8078602620087,19.322516025641
"georgia","coweta",1619967,3079,977,48773,103,60899102,363,152585,69,411,80,1812,146158,443,102,5745,6,43,3,18,0,0,57,1073,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,526.13413445924,329.92776523702,12.9683972911964,15.8405326404677
"georgia","crawford",436645,2570,510,56820,119,83812876,223,12312,47,318,37,1684,12130,325,70,2522,7,41,5,114,19,16644054,33,-47,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,169.900778210117,37.3230769230769,7.76,22.1089494163424
"georgia","crisp",132671,2744,405,62528,31,24675926,81,122358,24,134,21,473,20128,274,38,11534,2,-47,2,-47,3,-47,7,383,366,"Georgia",13708,1000560,1053,41671,4682,22129571,2018,1300052315,999,26839,48.3494897959184,73.4598540145985,42.0948905109489,22.7871720116618
