GEOID,Longitude,Latitude,NH3 column
10003,-75.6441324,39.5759152,8.05103E+15
16081,-111.2117653,43.7609939,5.38126E+15
17161,-90.5721252,41.4684205,1.0611E+16
51073,-76.5235051,37.4035413,5.63875E+15
5133,-94.2432792,33.9948773,9.16193E+15
18017,-86.3551685,40.7537986,1.02282E+16
16077,-112.844407,42.694126,9.67648E+15
18015,-86.5651412,40.5849801,1.08079E+16
42101,-75.1333459,40.0093755,4.94366E+15
56043,-107.669052,43.8788305,5.43296E+15
37029,-76.1624876,36.3423438,6.58994E+15
36109,-76.4734835,42.4530063,4.77216E+15
5069,-91.929673,34.277239,8.28409E+15
5079,-91.742355,33.9563846,7.54323E+15
55123,-90.8219835,43.5993661,8.53356E+15
29093,-90.6995869,37.6259709,9.44903E+15
48223,-95.5654337,33.1489673,7.97036E+15
36001,-73.9740095,42.5882401,3.81826E+15
48225,-95.4215995,31.3230362,4.57299E+15
39111,-81.0909834,39.7262526,7.26856E+15
20165,-99.3091835,38.5235962,1.79824E+16
18107,-86.8927145,40.0402962,9.83107E+15
20187,-101.7893829,37.5659319,1.79424E+16
21129,-83.7192475,37.608116,6.72275E+15
27071,-93.7828956,48.2453743,5.38984E+15
48029,-98.5201465,29.4486708,3.78583E+15
8013,-105.3977018,40.0949663,5.88584E+15
47089,-83.4412156,36.048452,6.73326E+15
40097,-95.2356382,36.303804,1.20855E+16
27165,-94.613798,43.9781089,1.11357E+16
16013,-113.9553713,43.394192,5.90125E+15
22053,-92.8162205,30.2695293,6.00142E+15
46119,-100.1313985,44.7223248,1.08193E+16
8031,-104.8811054,39.7618502,8.58148E+15
40029,-96.288039,34.5828612,9.26466E+15
30011,-104.5153243,45.5168247,6.3541E+15
48461,-102.0415461,31.3538163,4.30578E+15
18051,-87.5805231,38.3173981,1.14336E+16
31105,-103.7031528,41.1992736,9.04357E+15
17093,-88.4306257,41.5881403,9.31638E+15
11001,-77.0165167,38.9042474,5.44983E+15
8085,-108.2662815,38.4075069,3.22308E+15
27171,-93.9663964,45.1750914,1.0014E+16
55059,-87.8799955,42.5875256,5.36215E+15
8037,-106.6951694,39.6269919,2.49686E+15
6075,-123.0322294,37.7272391,1.90925E+15
8113,-108.4272635,38.009319,2.78678E+15
2020,-149.2843294,61.1742503,NaN
12109,-81.4000404,29.8904875,2.71326E+15
28019,-89.2513319,33.3459638,6.93129E+15
29079,-93.5650538,40.1125409,1.30566E+16
26085,-85.8113997,43.9951867,4.94793E+15
26139,-86.2193493,43.054969,5.3914E+15
17031,-87.6454546,41.8942937,7.3486E+15
17059,-88.2279642,37.7686768,1.15273E+16
45047,-82.1278759,34.1557959,5.81056E+15
20059,-95.2789618,38.5580187,1.24929E+16
27027,-96.4949007,46.8983772,8.80307E+15
47075,-89.2826913,35.5866782,1.06725E+16
49003,-113.060252,41.6226233,8.85695E+15
28139,-88.9188185,34.7636183,8.06418E+15
54051,-80.6717944,39.8544259,6.07048E+15
54035,-81.6777168,38.8342339,7.3782E+15
16039,-115.471205,43.3946984,7.91465E+15
24005,-76.6165693,39.4431666,6.60466E+15
38005,-99.3511517,48.071743,8.12566E+15
29163,-91.1716071,39.3399592,1.27338E+16
39087,-82.5171856,38.6038659,8.08614E+15
29201,-89.5680975,37.0477927,1.18839E+16
39001,-83.4780816,38.8344683,8.18913E+15
48143,-98.2205446,32.2366689,7.8994E+15
13137,-83.5258749,34.6343924,7.09281E+15
13319,-83.1755122,32.8042663,6.06462E+15
54061,-80.0590736,39.6336448,5.93068E+15
39033,-82.9247827,40.8485244,8.66074E+15
12027,-81.8062531,27.1905809,6.97067E+14
39059,-81.497875,40.0566648,7.47413E+15
26015,-85.3145503,42.5828109,8.21948E+15
29209,-93.4578424,36.7458225,1.05122E+16
51760,-77.4760085,37.531399,5.96149E+15
37169,-80.2699209,36.3937966,4.73306E+15
19039,-93.7852594,41.0297257,1.36337E+16
19065,-91.8403761,42.8641219,1.02051E+16
6041,-122.7463958,38.0513667,2.99748E+15
48381,-101.8955472,34.962529,1.9171E+16
48401,-94.7563823,32.1094232,5.17489E+15
19181,-93.5687512,41.3324459,1.2887E+16
39161,-84.5857751,40.8555203,1.13545E+16
12043,-81.1908197,26.9548102,3.46276E+14
13199,-84.6670579,33.0292666,5.50541E+15
8023,-105.4289399,37.2775474,2.5443E+15
48099,-97.7980223,31.3911774,4.39609E+15
19001,-94.4781643,41.3285283,1.33759E+16
13053,-84.7880206,32.3474454,5.26279E+15
6043,-119.9117215,37.5743432,1.05755E+16
29089,-92.6959255,39.143365,1.2514E+16
41047,-122.5762602,44.9008984,3.10668E+15
55079,-87.8623115,42.9126431,4.25372E+15
27139,-93.5337328,44.6518111,9.98346E+15
39129,-83.0528267,39.648947,1.01706E+16
51145,-77.9128553,37.5494041,5.20752E+15
8014,-105.0507868,39.9535933,9.89128E+15
47099,-87.396546,35.2204764,8.32496E+15
26009,-85.175639,45.0054553,4.01133E+15
45069,-79.6794351,34.60167,7.52676E+15
16009,-116.6335414,47.2184513,4.59064E+15
17103,-89.2993616,41.7474465,9.24988E+15
31127,-95.8527214,40.3873891,1.49719E+16
37031,-76.5358602,34.8583428,4.93088E+15
20149,-96.3371126,39.3821868,1.42763E+16
26075,-84.4208679,42.2484738,7.09085E+15
48091,-98.2581288,29.8123773,3.64224E+15
25019,-70.1021635,41.2933918,2.52833E+15
45009,-81.0531607,33.2030211,6.06761E+15
48007,-96.9675012,28.1226209,2.55396E+15
13019,-83.2278695,31.2886522,5.94224E+15
18165,-87.4620713,39.8540452,9.96291E+15
26143,-84.6112715,44.3395168,4.68046E+15
37005,-81.1322987,36.4893563,4.59741E+15
6035,-120.6212225,40.7152866,3.20707E+15
51610,-77.1756027,38.884722,5.6085E+15
12081,-82.3931438,27.4755558,9.64729E+14
39119,-81.9435064,39.9660457,8.42403E+15
8015,-106.3000246,38.7345986,2.1025E+15
8025,-103.7727363,38.3061801,1.00329E+16
8043,-105.4249582,38.4551697,3.22233E+15
28109,-89.5869043,30.7747929,6.41479E+15
28111,-88.9887554,31.1693073,5.64963E+15
31041,-99.7268662,41.3938927,1.9842E+16
12013,-85.1979155,30.3888013,4.37229E+15
21117,-84.5334381,38.9305031,7.90203E+15
19037,-92.3172101,43.0597409,1.10911E+16
17037,-88.768991,41.8946125,9.19586E+15
19081,-93.7436965,43.0754105,1.21705E+16
38089,-102.6620262,46.8170312,7.45103E+15
26095,-85.5175518,46.5109878,3.50037E+15
40019,-97.2879273,34.2518484,9.07549E+15
37139,-76.2606907,36.2651986,6.67157E+15
35055,-105.6388781,36.5771832,2.56256E+15
28011,-90.8841199,33.7991391,7.92672E+15
32023,-116.4590107,37.9658636,4.67525E+15
47073,-82.931485,36.4520892,5.46824E+15
38011,-103.5059433,46.1101438,7.42713E+15
42057,-78.1226171,39.9107505,4.56837E+15
22055,-92.06417,30.2065065,5.36143E+15
48237,-98.1711775,33.2321604,6.86312E+15
17175,-89.7974111,41.0969077,9.89099E+15
40055,-99.5529675,34.9338533,9.65264E+15
48211,-100.2792102,35.8159564,1.19966E+16
16069,-116.7609091,46.3337914,5.23472E+15
46129,-100.0278563,45.4276046,1.03581E+16
6055,-122.3259045,38.5070999,4.03041E+15
40033,-98.3734379,34.290676,8.85165E+15
29221,-90.8970179,37.9426107,9.9329E+15
36011,-76.5745866,43.0085456,4.67223E+15
48417,-99.3470045,32.7438198,5.26521E+15
48407,-95.1631363,30.5743884,4.73391E+15
19061,-90.8787708,42.4634808,1.20334E+16
51075,-77.9176263,37.7188141,5.44163E+15
20181,-101.719859,39.3513521,1.45572E+16
39139,-82.5427812,40.774159,8.30753E+15
17001,-91.1949607,39.9860525,1.2665E+16
39021,-83.7676037,40.1327753,9.38013E+15
33019,-72.2220839,43.3611883,2.80922E+15
17075,-87.833601,40.7488665,1.00116E+16
19157,-92.5229344,41.6846421,1.28801E+16
39169,-81.8871942,40.8296612,8.92394E+15
13113,-84.4939407,33.4127172,5.4874E+15
13141,-83.0004653,33.2692195,5.72141E+15
48259,-98.7092693,29.9435246,2.89296E+15
36039,-74.1420253,42.2798211,4.35887E+15
51137,-78.0110923,38.2493265,5.30943E+15
40089,-94.7660863,34.1170728,8.17646E+15
13277,-83.5259307,31.4570027,5.86182E+15
31025,-96.1406086,40.9098778,1.59182E+16
46077,-97.499313,44.3629687,1.21243E+16
56009,-105.5247521,42.9846234,5.53386E+15
36043,-74.8410968,43.571009,3.41155E+15
38047,-99.5045846,46.469278,9.0574E+15
26053,-89.788314,46.4880535,4.48447E+15
27005,-95.7417568,46.9376289,7.62373E+15
1095,-86.3216681,34.3095637,9.00913E+15
47173,-83.8360878,36.2841401,6.13177E+15
54057,-78.9566899,39.4047806,4.55092E+15
55003,-90.6796907,46.5444245,4.27234E+15
17053,-88.2245882,40.5965386,9.4225E+15
38029,-100.2378424,46.2842552,9.31717E+15
6089,-122.0435558,40.7605142,3.89573E+15
22113,-92.321394,29.8066377,5.28359E+15
5121,-91.0284409,36.3412985,1.0958E+16
55085,-89.5345333,45.7161762,5.46455E+15
22035,-91.2341409,32.7301699,7.52687E+15
22037,-91.0434338,30.8397837,5.36487E+15
22087,-89.2634941,29.9181102,5.36877E+15
48481,-96.2296745,29.2784805,3.25525E+15
2198,-133.1623885,55.6827733,NaN
2195,-133.0085979,57.1124581,NaN
48153,-101.3032742,34.0737305,8.47757E+15
2275,-132.0267878,56.1807793,NaN
21151,-84.2783618,37.7255107,7.4776E+15
47009,-83.9229731,35.6881849,5.87808E+15
30031,-111.1639214,45.5180536,3.73339E+15
45031,-79.9621155,34.3321854,6.85094E+15
1053,-87.1684097,31.1222867,5.88004E+15
13143,-85.2200629,33.7951646,6.85736E+15
20001,-95.3009448,37.8842285,1.23951E+16
17041,-88.2228656,39.766078,9.94099E+15
51079,-78.4701629,38.2979805,5.37056E+15
66010,144.7719021,13.4417451,NaN
55137,-89.2397862,44.1128231,7.2574E+15
5065,-91.9136252,36.0948792,9.14182E+15
6053,-121.3155781,36.2401044,5.80159E+15
35017,-108.3815043,32.732087,3.48477E+15
29131,-92.4298762,38.2166802,1.11477E+16
37193,-81.1660949,36.2088833,4.88686E+15
2110,-134.1784454,58.3729099,NaN
29165,-94.7614765,39.37869,1.40423E+16
29021,-94.8081728,39.6603695,1.38391E+16
1083,-86.9813995,34.8102387,8.474E+15
18065,-85.3973629,39.9295911,9.53783E+15
31143,-97.5706627,41.1879253,2.01857E+16
39123,-83.0126127,41.5454953,6.12083E+15
27107,-96.4637757,47.3294529,7.73768E+15
19165,-95.3089173,41.6790143,1.3358E+16
24013,-77.0153297,39.563328,6.57471E+15
19011,-92.05763,42.0925474,1.13718E+16
21159,-82.5066231,37.796774,5.54336E+15
27025,-92.9038486,45.5054439,8.67659E+15
21189,-83.691637,37.4236223,7.66078E+15
42015,-76.5021231,41.7915044,4.40017E+15
54029,-80.5701643,40.5169584,6.55023E+15
29051,-92.2800271,38.5032331,1.18818E+16
26021,-86.7425435,41.7913818,5.94746E+15
42061,-77.9685953,40.4223108,5.01092E+15
31045,-103.1354358,42.7130379,9.87901E+15
51141,-80.286413,36.6671385,4.5155E+15
26119,-84.1301067,45.0241337,3.71204E+15
26135,-84.1269054,44.6872574,3.37776E+15
35007,-104.6401105,36.6129638,3.48293E+15
17163,-89.9285459,38.4701976,1.10295E+16
17189,-89.4171873,38.3531405,1.22984E+16
42009,-78.4947466,39.9986336,4.86139E+15
5127,-94.0636413,34.8588693,8.2958E+15
20099,-95.2974732,37.1914676,1.24147E+16
42073,-80.3344455,40.9927352,7.16633E+15
39067,-81.0915651,40.2923175,7.23629E+15
37003,-81.1774668,35.9209506,5.45821E+15
34009,-74.8463541,39.0858411,4.89186E+15
33005,-72.2481828,42.9254596,2.74283E+15
27089,-96.357761,48.3627284,7.01233E+15
51101,-77.0910539,37.7082604,6.20301E+15
8055,-104.9599278,37.6878154,3.40551E+15
48255,-97.8522048,28.9089957,2.85146E+15
47023,-88.6113533,35.420253,9.04561E+15
17171,-90.4777707,39.6370016,1.26003E+16
49027,-113.133092,38.9567436,6.12169E+15
49029,-111.5778846,41.0910273,5.57961E+15
48257,-96.2883773,32.5989442,6.91164E+15
4011,-109.2423231,33.2388723,3.37572E+15
4013,-112.4989296,33.3451756,9.14148E+15
26129,-84.1280728,44.3332801,4.24517E+15
47087,-85.6741278,36.3542499,6.94861E+15
17159,-88.0854523,38.7121872,1.11232E+16
1009,-86.56644,33.9773575,7.67946E+15
30051,-111.0369242,48.5596541,4.17024E+15
48131,-98.4973933,27.6811232,1.86376E+15
29173,-91.5247867,39.5534554,1.21609E+16
48251,-97.3649061,32.379654,6.23301E+15
13061,-84.9925826,31.6198309,5.31224E+15
41023,-119.0140572,44.4963261,2.80666E+15
41011,-124.0941335,43.1859095,1.54811E+15
48159,-95.2190662,33.1758457,7.91685E+15
36113,-73.8381388,43.5551053,2.98771E+15
51113,-78.2769614,38.4120586,5.09735E+15
40005,-96.0365577,34.3924691,8.89825E+15
17129,-89.7941326,40.0225693,1.19235E+16
13015,-84.8381879,34.2409175,7.36755E+15
12069,-81.7122822,28.7641128,1.46051E+15
40111,-95.9659468,35.6435003,1.10182E+16
38083,-100.3309858,47.5813594,8.40303E+15
18049,-86.265006,41.0503837,1.03303E+16
20091,-94.8223295,38.8839065,1.39468E+16
24009,-76.5297621,38.5227191,5.77576E+15
55129,-91.7964217,45.8924885,6.42618E+15
53031,-123.5270572,47.8057075,8.96593E+14
72003,-67.185745,18.3756735,NaN
27169,-91.7770438,43.9813526,9.59977E+15
28149,-90.8523838,32.3560946,7.2139E+15
29003,-94.8035511,39.9888628,1.34349E+16
29139,-91.465427,38.9351835,1.2322E+16
20021,-94.8456975,37.1693922,1.26047E+16
37083,-77.6448423,36.2514375,7.36288E+15
35043,-106.8831191,35.6850913,3.31956E+15
21051,-83.7154535,37.1642726,6.9986E+15
42035,-77.629009,41.2395075,3.78174E+15
41043,-122.5372084,44.4888982,2.79879E+15
55065,-90.1302916,42.6555782,1.01635E+16
40147,-95.9062525,36.704403,1.15661E+16
54077,-79.6688649,39.4690296,4.76282E+15
69100,145.2129037,14.1524934,NaN
55135,-88.9670053,44.4780043,7.20788E+15
48137,-100.3073997,29.9859327,2.84421E+15
41037,-120.3897896,42.7884009,2.8181E+15
29153,-92.4585492,36.6495904,9.51235E+15
48473,-95.9821493,30.0135901,4.13742E+15
1099,-87.3832656,31.5803324,6.16341E+15
50009,-71.7327362,44.7240209,2.76155E+15
51111,-78.2405281,36.9455547,5.01037E+15
38097,-97.1647538,47.4462146,8.09599E+15
13139,-83.8184997,34.3175689,6.6083E+15
13283,-82.5708819,32.4095857,5.59297E+15
13037,-84.6262895,31.521279,5.51054E+15
55125,-89.501254,46.049848,5.49512E+15
27007,-95.00505,47.8795077,6.2207E+15
72043,-66.3575862,18.1037997,NaN
72055,-66.9229889,17.9480521,NaN
24019,-76.0474333,38.4291957,6.20632E+15
42037,-76.4042599,41.0455174,4.84891E+15
39023,-83.783676,39.9170315,9.75189E+15
48323,-100.316678,28.7297873,2.82716E+15
4019,-111.7836574,32.128038,5.73618E+15
35006,-107.9926805,34.9282721,2.70681E+15
34005,-74.6630063,39.8757858,5.33277E+15
50021,-73.0603041,43.6123987,2.92596E+15
13099,-84.9067225,31.3241906,6.72257E+15
25007,-70.7014995,41.3809696,1.9593E+15
38049,-100.6332668,48.2338417,8.39354E+15
31179,-97.1262433,42.210746,2.06647E+16
38045,-98.5260571,46.4641952,9.20556E+15
16023,-113.1776308,43.685101,5.25726E+15
33007,-71.2894309,44.6525477,2.36814E+15
38043,-99.731198,46.9382725,8.82544E+15
48273,-97.6606203,27.4387348,2.3402E+15
18127,-87.0713128,41.5099144,8.65414E+15
28101,-89.1184115,32.4019702,7.39063E+15
37163,-78.3712605,34.9892978,1.26234E+16
47127,-86.358684,35.2888885,8.96612E+15
12103,-82.7980663,27.9053425,1.15372E+15
72019,-66.3092822,18.2000184,NaN
17065,-88.5390093,38.0852273,1.11322E+16
5105,-92.9268773,34.9463629,8.09732E+15
20023,-101.7273254,39.7899166,1.55604E+16
8029,-107.8648924,38.8615949,3.8013E+15
19185,-93.3326126,40.7399827,1.29436E+16
48165,-102.6315614,32.7439423,5.75739E+15
1093,-87.881551,34.1382194,7.2762E+15
37189,-81.7098875,36.2353679,3.6212E+15
51770,-79.9581739,37.278458,4.12153E+15
48317,-101.9618363,32.3098298,5.40936E+15
48037,-94.422393,33.4460648,7.31097E+15
49057,-111.876883,41.2703252,8.25493E+15
29127,-91.6353791,39.8075383,1.28532E+16
36045,-76.0529678,43.996389,3.22481E+15
19097,-90.5745819,42.1642256,1.10057E+16
38063,-98.2044278,47.9186666,8.31423E+15
36019,-73.7056429,44.752712,3.16229E+15
8045,-107.9097802,39.5993517,3.17669E+15
29177,-93.9957462,39.3084005,1.3087E+16
39073,-82.4834473,39.4903424,8.71713E+15
1085,-86.6505859,32.147888,5.78594E+15
13043,-82.0712656,32.4039497,5.46124E+15
19113,-91.5976735,42.0779506,1.12029E+16
6105,-123.114666,40.6478582,2.79599E+15
13215,-84.874946,32.510197,5.06919E+15
28135,-90.1722434,33.9545292,7.65896E+15
20005,-95.3133975,39.5325441,1.4499E+16
72081,-66.8695875,18.2769246,NaN
48003,-102.6402058,32.3122581,5.2599E+15
39109,-84.2284135,40.0533257,1.11036E+16
48375,-101.893804,35.3986751,1.7439E+16
40133,-96.6028575,35.1583657,9.65101E+15
45003,-81.632983,33.5500134,7.54971E+15
60020,-169.5073268,-14.2196936,NaN
6045,-123.4428811,39.4323876,2.22889E+15
51550,-76.3017884,36.6793761,7.02996E+15
69120,145.6181702,15.0010865,NaN
72153,-66.8579009,18.0856688,NaN
56037,-108.8756774,41.6603282,4.32983E+15
48169,-101.3011341,33.183792,5.64796E+15
54031,-78.8417292,39.0113612,4.48374E+15
72001,-66.7581652,18.1816112,NaN
55089,-87.8475515,43.5018069,5.40225E+15
47163,-82.3013363,36.5096806,5.08261E+15
45059,-82.0054976,34.4836761,5.774E+15
56011,-104.5672975,44.5892657,6.3564E+15
55117,-87.7315164,43.741232,6.19217E+15
25013,-72.6356476,42.1361975,3.25484E+15
48055,-97.628141,29.8323986,4.4412E+15
20029,-97.6413898,39.4873286,1.69224E+16
6027,-117.4042092,36.5621604,7.04351E+15
1037,-86.2434818,32.9314453,6.54827E+15
19059,-95.1960572,43.3896107,1.25401E+16
21095,-83.2214968,36.8592233,5.858E+15
20061,-96.7680996,39.0021387,1.44053E+16
42011,-75.9268598,40.4139565,6.85628E+15
47019,-82.1265932,36.2847441,4.1497E+15
27083,-95.8472678,44.4091953,1.08288E+16
51037,-78.6585682,37.0090421,4.94062E+15
47179,-82.4950374,36.2956649,5.27571E+15
45071,-81.5996761,34.2898805,6.71439E+15
51093,-76.7075688,36.9014184,6.70524E+15
41069,-120.0268608,44.7364146,2.58454E+15
29023,-90.40313,36.7151802,1.1634E+16
22047,-91.3658718,30.2706526,6.42116E+15
28125,-90.8276129,32.8923946,8.24295E+15
51061,-77.8215005,38.7440956,5.71456E+15
51750,-80.5591473,37.1201194,4.19657E+15
32005,-119.6090191,38.9051292,4.09608E+15
12037,-84.8152135,29.6777939,4.35826E+15
18055,-87.0047712,39.0471466,1.05874E+16
18139,-85.4665291,39.6223616,9.60473E+15
55131,-88.2329166,43.391156,8.80332E+15
29105,-92.594843,37.6596977,9.96588E+15
42085,-80.2527863,41.3000142,6.35717E+15
5031,-90.6314213,35.8277285,1.16247E+16
29195,-93.2041639,39.1358403,1.31185E+16
17193,-88.1786227,38.0873259,1.22498E+16
17039,-88.9018526,40.1814993,1.00964E+16
32033,-114.9005649,39.4181759,4.15667E+15
27049,-92.7160003,44.4061779,1.04348E+16
37173,-83.4656136,35.5688491,3.71093E+15
12101,-82.5110062,28.3098227,1.13023E+15
12119,-82.069876,28.7152748,2.00496E+15
36059,-73.5894144,40.7296118,4.87124E+15
38091,-97.71892,47.4510624,8.15795E+15
18163,-87.5861659,38.0200703,1.10233E+16
29071,-91.072832,38.4130031,1.0811E+16
37011,-81.9202847,36.07209,3.52241E+15
54107,-81.516234,39.2116023,8.1992E+15
55007,-91.1772815,46.6341992,4.69322E+15
47161,-87.8118894,36.4584642,9.32005E+15
55097,-89.4980699,44.4762457,7.44593E+15
45063,-81.2661183,33.8992461,6.77642E+15
24003,-76.5608941,38.9916174,5.70205E+15
55039,-88.493284,43.7547219,8.56797E+15
54101,-80.4490515,38.483459,4.88862E+15
55061,-87.4480081,44.6056771,6.50123E+15
48369,-102.7848533,34.5321628,1.95551E+16
40151,-98.863649,36.7269843,1.31816E+16
21063,-83.096116,38.1168826,6.05819E+15
25003,-73.2179276,42.371493,3.51327E+15
29041,-92.9616205,39.5179685,1.22076E+16
8103,-108.2007155,39.9726223,3.52222E+15
8087,-103.8122102,40.263159,1.47264E+16
41045,-117.6031915,43.1886252,4.661E+15
34023,-74.4074303,40.4396214,4.59569E+15
20167,-98.7709489,38.9160397,1.75666E+16
17155,-89.2983474,41.1989613,9.57029E+15
46055,-101.5408561,44.2880971,9.88344E+15
47111,-86.0009596,36.5377572,9.34939E+15
5023,-92.0599504,35.5663146,8.56065E+15
1109,-85.9416076,31.7986533,5.60282E+15
16003,-116.4616241,44.877004,3.82325E+15
25005,-71.088894,41.7485884,3.47669E+15
42107,-76.2177878,40.703682,4.96719E+15
38103,-99.6822135,47.5808513,8.50367E+15
37045,-81.5571145,35.3346302,5.50081E+15
5059,-92.9441474,34.3151767,7.32951E+15
24021,-77.3976358,39.4701773,6.63569E+15
17169,-90.6134641,40.1569048,1.20981E+16
6051,-118.8751668,37.9158363,3.2223E+15
6109,-119.9647335,38.0214344,5.6422E+15
35013,-106.8349684,32.349919,5.59266E+15
13081,-83.7565301,31.9202675,5.8445E+15
5027,-93.2328433,33.2230377,6.64921E+15
38039,-98.2322863,47.4563342,8.79383E+15
6095,-121.939594,38.2672255,4.82139E+15
19043,-91.3235764,42.8409849,1.0208E+16
48449,-94.9667825,33.214599,7.53313E+15
54027,-78.6119886,39.3121395,4.50298E+15
37125,-79.4927248,35.3082717,6.59372E+15
20009,-98.7678374,38.4812394,1.99119E+16
38087,-103.462462,46.4458338,7.13557E+15
22083,-91.7483534,32.413158,7.46974E+15
31071,-98.951231,41.9068675,1.81363E+16
22099,-91.6114814,30.1214329,5.76782E+15
1119,-88.2000571,32.5974811,6.97838E+15
1133,-87.3653458,34.1545665,7.25996E+15
12117,-81.1319751,28.6900648,1.22265E+15
28035,-89.2594467,31.1885802,6.11624E+15
26065,-84.3738107,42.6035338,6.61111E+15
20177,-95.755664,39.0418053,1.40114E+16
46061,-97.7968454,43.6806116,1.56597E+16
27061,-93.6111022,47.4908166,5.72731E+15
8073,-103.5075545,38.9937401,8.48174E+15
36053,-75.6635749,42.9100255,4.22025E+15
36115,-73.4394282,43.3123766,3.845E+15
18081,-86.0942641,39.496092,1.02237E+16
48445,-102.339284,33.171229,6.09263E+15
35021,-103.8534243,35.8593523,6.34678E+15
1121,-86.1759302,33.3693135,6.34018E+15
55067,-89.0670703,45.2548634,4.96669E+15
48155,-99.8168285,33.9633063,7.5165E+15
19021,-95.1414324,42.7415219,1.33592E+16
19129,-95.619101,41.0337028,1.49911E+16
48385,-99.812549,29.8300967,2.98462E+15
39041,-83.0074622,40.2789411,9.22601E+15
37067,-80.2569608,36.1324661,4.66468E+15
32510,-119.7473681,39.1530598,3.74456E+15
19049,-94.0407065,41.6853205,1.31759E+16
48065,-101.3553558,35.4054961,1.28964E+16
13261,-84.2042935,32.0422659,5.97988E+15
29223,-90.4539307,37.1110737,9.53333E+15
45007,-82.6386029,34.521235,6.53758E+15
56007,-106.9331526,41.7035904,3.88956E+15
30093,-112.6600714,45.8962319,3.43224E+15
17177,-89.6659942,42.3497262,9.81906E+15
26087,-83.2243247,43.0886327,5.63003E+15
22027,-92.9897278,32.8271597,6.75271E+15
28161,-89.7038072,34.0306661,8.07143E+15
72093,-66.9355468,18.1739559,NaN
26079,-85.0889915,44.6788808,3.87926E+15
72005,-67.1437616,18.4801911,NaN
22039,-92.4040858,30.7206932,5.62236E+15
47069,-88.988697,35.2187853,8.20897E+15
4003,-109.7751627,31.8401287,5.18291E+15
35023,-108.7519293,31.8980519,4.5063E+15
38023,-103.5093256,48.8147537,7.521E+15
6071,-116.1815707,34.8566615,7.91102E+15
8083,-108.5957864,37.3380247,3.18853E+15
28023,-88.6879756,32.0453738,6.52108E+15
19125,-93.0938678,41.3314327,1.30454E+16
31055,-96.1540664,41.2970908,1.52153E+16
51600,-77.2990252,38.8531833,4.75333E+15
40057,-99.8441936,34.745971,9.38873E+15
29039,-93.8500144,37.7336549,1.29055E+16
13059,-83.3671522,33.9521852,6.81633E+15
16085,-115.6180612,44.8559596,3.23055E+15
48275,-99.7303563,33.6118897,6.93939E+15
5103,-92.8784131,33.5911684,6.62606E+15
39037,-84.6211906,40.1314669,1.2964E+16
40071,-97.1438616,36.8148851,1.26034E+16
46041,-100.8379534,45.148049,9.17818E+15
41057,-123.7592988,45.4558895,1.87457E+15
13077,-84.7621381,33.3528965,5.2795E+15
28127,-89.9177086,31.9025047,7.29518E+15
28131,-89.112297,30.790184,5.71745E+15
6013,-121.9515431,37.919479,4.53385E+15
47017,-88.4523791,35.9657478,9.71345E+15
51087,-77.300333,37.4375205,6.13552E+15
18119,-86.8388453,39.3173394,9.32058E+15
36119,-73.7457526,41.1526862,3.64411E+15
29017,-90.0246452,37.3184272,9.51713E+15
54047,-81.658204,37.3827604,4.27743E+15
54033,-80.3864982,39.279182,7.53395E+15
37077,-78.6576338,36.299884,5.23581E+15
31139,-97.6109917,42.2714129,1.96423E+16
13023,-83.3317174,32.4354034,5.13431E+15
13033,-82.0001638,33.0601805,6.31202E+15
17181,-89.2446391,37.4856521,9.87146E+15
17091,-87.8611165,41.1395105,9.88771E+15
38051,-99.4164868,46.1086815,9.24647E+15
31141,-97.5134673,41.5768655,2.26796E+16
37185,-78.0998993,36.3981051,5.88286E+15
72009,-66.2644602,18.1307232,NaN
13197,-84.5287354,32.3593118,5.62613E+15
46027,-96.980468,42.9161495,1.68514E+16
10005,-75.3370237,38.6732275,8.89275E+15
13159,-83.6891515,33.3169807,6.20612E+15
29175,-92.4929595,39.4392486,1.12902E+16
20015,-96.8388402,37.7736487,1.25365E+16
48209,-98.0292673,30.0612247,3.75882E+15
48325,-99.1110845,29.3536614,3.36434E+15
26105,-86.4429369,43.9571957,4.48848E+15
45013,-80.6894218,32.358112,5.13114E+15
46135,-97.3883614,43.006603,1.83854E+16
55105,-89.0752844,42.6698802,9.14825E+15
45077,-82.7233774,34.8853677,5.08815E+15
53013,-117.9116345,46.2928505,5.05418E+15
18023,-86.4775665,40.305944,1.06342E+16
17027,-89.4262278,38.6062953,1.19751E+16
16067,-113.6398404,42.8572114,1.17181E+16
42113,-76.5117166,41.4392848,4.33886E+15
28121,-89.946063,32.2671233,7.18942E+15
48345,-100.7931519,34.0578993,7.49071E+15
41039,-122.8975806,43.9283337,2.41089E+15
48485,-98.7080098,33.9882125,8.04709E+15
26155,-84.1463518,42.9515446,6.97473E+15
20089,-98.2226185,39.7770053,1.68552E+16
20123,-98.2073621,39.3930256,1.70918E+16
12007,-82.1666983,29.9523863,2.35138E+15
28091,-89.821712,31.2301672,6.00284E+15
28039,-88.6422679,30.8554305,5.09976E+15
17085,-90.2114705,42.3623905,1.02691E+16
18059,-85.7731503,39.8225286,1.08136E+16
51620,-76.9413956,36.6840142,7.69153E+15
48329,-102.0024538,31.8142693,5.08834E+15
20171,-100.9063604,38.4818768,2.58632E+16
30013,-111.3502622,47.3165751,4.04233E+15
51660,-78.8733028,38.4362547,9.36778E+15
17199,-88.9300182,37.7303533,1.11043E+16
