GEOID,Longitude,Latitude,NH3 column
13227,-84.4903508,34.4567464,7.08342E+15
30015,-110.4362004,47.8868343,4.41235E+15
31017,-99.9239198,42.3595618,1.46481E+16
47013,-84.1592495,36.4015922,6.41032E+15
37069,-78.2830903,36.0882406,6.07092E+15
24510,-76.6104761,39.3000324,6.43768E+15
20111,-96.1616407,38.4554034,1.29527E+16
19027,-94.8676496,42.0395021,1.40072E+16
22107,-91.342576,32.0014894,6.31734E+15
47123,-84.249705,35.4478181,6.78766E+15
20075,-101.7936887,37.9952438,1.83555E+16
19151,-94.6782789,42.7340333,1.28115E+16
16045,-116.3987839,44.0614727,6.74876E+15
5063,-91.5599423,35.7374992,9.66959E+15
5085,-91.894132,34.7551137,9.67699E+15
18111,-87.4021716,40.9623985,1.08983E+16
13119,-83.2275325,34.3752657,1.08008E+16
12051,-81.1521142,26.539967,2.98527E+14
13265,-82.8752721,33.559319,6.61032E+15
48245,-94.1493306,29.8539997,4.10403E+15
30059,-110.9217396,46.5856996,3.58951E+15
8067,-107.8397178,37.2873673,2.51128E+15
48027,-97.4812684,31.0427497,4.56067E+15
28069,-88.6256306,32.7501361,7.04341E+15
5019,-93.1762085,34.0533162,7.06638E+15
41035,-121.6461682,42.6837613,2.66431E+15
36075,-76.2092618,43.4614431,3.18545E+15
72105,-66.2534399,18.2899204,NaN
1019,-85.6542417,34.0695153,7.58698E+15
48019,-99.2482849,29.756389,2.8714E+15
30087,-106.6667917,46.1732061,5.62249E+15
35059,-103.4757229,36.4880853,6.44546E+15
26153,-86.197029,46.0211217,3.39524E+15
36111,-74.2654582,41.9472124,3.69985E+15
34007,-74.9612493,39.8024071,5.65389E+15
17083,-90.361385,39.0801945,1.16763E+16
51085,-77.4913168,37.7602149,5.8907E+15
20199,-101.7711031,38.9266259,1.5449E+16
26003,-86.6571192,46.5217365,3.25352E+15
5049,-91.8192849,36.3813225,8.79592E+15
48215,-98.18099,26.3963839,1.95708E+15
37155,-79.1008811,34.6392096,9.07925E+15
26123,-85.7913723,43.5627117,5.44395E+15
41049,-119.6023111,45.4254956,4.94108E+15
27153,-94.9005758,46.0665694,9.1168E+15
5083,-93.7209102,35.2186538,9.99153E+15
37109,-81.2268928,35.4884909,6.02418E+15
5091,-93.9015018,33.3055054,7.16959E+15
12095,-81.3232839,28.5143906,8.74427E+14
8111,-107.6702567,37.7810492,1.53554E+15
16041,-111.8229653,42.1736093,7.65518E+15
13045,-85.0805272,33.5822366,5.55179E+15
20161,-96.7274879,39.2912101,1.46084E+16
48413,-100.5272161,30.8962331,3.30815E+15
51167,-82.0959342,36.9334198,4.80403E+15
37027,-81.5125404,35.9663959,4.49449E+15
16065,-111.6569925,43.788614,7.42316E+15
18173,-87.2720486,38.0977282,1.12629E+16
21001,-85.2813796,37.1055589,8.74164E+15
21077,-84.8651432,38.7556634,8.70582E+15
21097,-84.3341313,38.4445776,7.69172E+15
23023,-69.844227,43.9168446,1.66214E+15
30097,-109.944796,45.8112917,3.71736E+15
48181,-96.675693,33.624524,8.17218E+15
42059,-80.2256552,39.8477067,5.4114E+15
2188,-160.0210864,67.0050655,
20051,-99.3173133,38.9145967,1.76587E+16
1065,-87.6230608,32.7527958,6.63263E+15
1105,-87.2938269,32.6390053,7.06105E+15
1033,-87.8014569,34.703112,8.74488E+15
20151,-98.7401199,37.6475943,1.57468E+16
21017,-84.2098602,38.2025623,8.78765E+15
47149,-86.4172127,35.8433688,9.28274E+15
13075,-83.4294448,31.1525157,5.37557E+15
20101,-100.4661853,38.4812863,2.38157E+16
40059,-99.6628052,36.8003504,1.4973E+16
17147,-88.5923546,40.0090327,9.73069E+15
48107,-101.2987099,33.609144,6.61148E+15
72053,-65.588454,18.3863776,NaN
1063,-87.9642005,32.8444965,7.19616E+15
16033,-112.3546128,44.290218,5.49466E+15
19109,-94.2139652,43.212356,1.21176E+16
72151,-65.8598713,18.0598584,NaN
38013,-102.5200874,48.7864534,7.89772E+15
37063,-78.8781246,36.0338282,5.22225E+15
19085,-95.8271491,41.6885844,1.4873E+16
31103,-99.7183514,42.8754803,1.38686E+16
19187,-94.1758309,42.4335786,1.26197E+16
17151,-88.5423737,37.4171687,9.60347E+15
47159,-85.9419149,36.2566451,7.95194E+15
51089,-79.9806618,36.6206119,4.6784E+15
51510,-77.0836695,38.8192511,5.6871E+15
19101,-91.9666277,41.0063762,1.30123E+16
30049,-112.3733673,47.1320133,3.3714E+15
49013,-110.4295838,40.2893927,3.8795E+15
40003,-98.3234449,36.7297032,1.41005E+16
48119,-95.6733504,33.3859329,7.21024E+15
47169,-86.1566909,36.3930297,9.77754E+15
21193,-83.2177723,37.2412822,6.37685E+15
46039,-96.6902393,44.7562899,1.11301E+16
41029,-122.6756106,42.4116214,2.71791E+15
72067,-67.1161994,18.1346949,NaN
48507,-99.7598304,28.8646523,2.76842E+15
31007,-103.7262626,41.5397495,9.41514E+15
19121,-94.0151842,41.3306216,1.38218E+16
12011,-80.4766834,26.1935353,-1.95439E+14
13279,-82.3305967,32.1177534,5.71694E+15
26151,-82.6428148,43.4491547,5.93046E+15
48397,-96.4120504,32.8998859,6.58183E+15
26163,-83.2619533,42.2846636,6.41592E+15
27105,-95.7631323,43.6776863,1.27607E+16
27001,-93.41976,46.6024464,6.49147E+15
38071,-98.739031,48.2661631,8.09887E+15
37145,-78.9656305,36.3863559,6.32725E+15
20195,-99.865423,38.9213022,1.82635E+16
28151,-90.9444459,33.273174,8.4002E+15
48133,-98.8365596,32.3246454,5.73225E+15
28055,-91.0035351,32.7555393,7.49321E+15
48123,-97.3616543,29.0823457,3.02281E+15
48005,-94.6111337,31.2518963,4.86485E+15
45081,-81.7279033,34.0052784,7.56697E+15
29125,-91.923601,38.1626154,1.06261E+16
5001,-91.3765466,34.2895697,8.12512E+15
29109,-93.8305507,37.1065898,1.25563E+16
51540,-78.4853806,38.0376579,4.0873E+15
17011,-89.5283772,41.4013043,9.82839E+15
39145,-82.998675,38.8148886,7.29165E+15
37115,-82.7126309,35.8642058,4.80247E+15
16053,-114.2620858,42.6913953,1.77364E+16
39163,-82.4859614,39.2520418,8.30862E+15
48309,-97.2015108,31.5495958,4.95769E+15
16037,-114.2522675,44.273351,3.15895E+15
19089,-92.3219084,43.3653125,1.0363E+16
12099,-80.4483542,26.6491257,3.84941E+14
13181,-82.4482992,33.7921507,6.05328E+15
1013,-86.6819689,31.751667,5.62395E+15
47165,-86.4584051,36.4724225,9.41946E+15
51097,-76.9055814,37.7177719,5.99029E+15
5015,-93.5409718,36.3373704,1.14357E+16
51820,-78.9014197,38.0671571,4.63713E+15
2220,-135.3673965,57.1932044,NaN
41051,-122.4173625,45.5477107,2.93658E+15
47061,-85.7103737,35.3933519,7.17017E+15
27057,-94.9132898,47.0955506,6.65574E+15
38081,-97.6300507,46.1082035,1.08571E+16
36089,-75.074311,44.4881125,3.18476E+15
29179,-90.9722821,37.3664637,9.5115E+15
6067,-121.3443291,38.4501363,8.03696E+15
39125,-84.5821249,41.1189483,1.17167E+16
18179,-85.2133492,40.7355466,1.0518E+16
51063,-80.3502662,36.9314331,3.78614E+15
NaN,NaN,NaN,NaN
54005,-81.7135382,38.0228143,5.27023E+15
28009,-89.200213,34.8095927,6.63452E+15
21055,-88.1050103,37.3581494,9.92633E+15
19147,-94.6690546,43.0753374,1.19463E+16
19159,-94.2442514,40.7353342,1.45181E+16
37151,-79.8062153,35.7099148,6.34305E+15
24015,-75.9415852,39.5623537,7.90796E+15
18171,-87.3751633,40.3524984,9.40633E+15
31077,-98.5305655,41.5675715,2.14833E+16
31095,-97.1431027,40.1757356,1.61078E+16
31151,-97.131755,40.5168024,1.5894E+16
21119,-82.9525461,37.3543684,6.56698E+15
19045,-90.5342431,41.8980732,1.14228E+16
27063,-95.1497314,43.671111,1.09928E+16
27039,-92.8693529,44.0207056,1.03341E+16
27047,-93.3502887,43.6742019,1.02581E+16
6009,-120.5541065,38.1910682,7.66002E+15
25001,-70.1648227,41.7061233,2.28264E+15
51119,-76.5280819,37.6069753,5.81011E+15
42065,-79.012419,41.1380282,4.02017E+15
18089,-87.3743368,41.472247,8.14415E+15
47003,-86.4582939,35.5136604,9.5457E+15
47027,-85.5457173,36.5457493,7.19559E+15
17029,-88.220782,39.5136797,1.04147E+16
47097,-89.6277318,35.7629507,1.07453E+16
41001,-117.6919334,44.7034268,3.82243E+15
36097,-76.938603,42.4197755,3.63714E+15
26159,-86.3060762,42.2821497,6.11299E+15
17131,-90.7417698,41.2056046,1.05117E+16
21127,-82.7382903,38.0744531,6.53648E+15
21175,-83.2589444,37.9229402,6.62182E+15
21177,-87.1340919,37.2138159,8.53784E+15
17049,-88.5928488,39.0479445,1.10089E+16
47105,-84.3140848,35.7350854,7.34961E+15
46025,-97.7249124,44.8552107,1.08864E+16
NaN,NaN,NaN,NaN
12041,-82.7958011,29.7234556,3.03844E+15
18157,-86.8935538,40.3891334,1.05472E+16
42109,-77.0729288,40.7554068,6.03257E+15
48277,-95.5703477,33.6672628,7.99522E+15
12086,-80.5037495,25.6160085,-4.1841E+14
31057,-101.6811327,40.180165,1.707E+16
48289,-95.9956219,31.3004926,5.27259E+15
8097,-106.9161621,39.2175407,2.30155E+15
38035,-97.450851,47.9260026,7.91269E+15
18091,-86.7447386,41.5490129,8.74594E+15
18057,-86.021709,40.0535128,9.81906E+15
51595,-77.5359753,36.696182,6.26656E+15
40081,-96.8813917,35.7031175,1.06623E+16
20071,-101.8059697,38.4804041,1.58951E+16
13145,-84.912432,32.7315494,5.55755E+15
13251,-81.6175849,32.7447512,6.30564E+15
72127,-66.0690807,18.4222485,NaN
48433,-100.2538069,33.1795797,5.67205E+15
39069,-84.0688996,41.3315843,8.74881E+15
33009,-71.8424242,43.9264391,2.25249E+15
29145,-94.335034,36.9083713,1.27508E+16
18129,-87.8686526,38.0276138,1.27753E+16
48311,-98.5788529,28.384922,2.26822E+15
17035,-88.2406193,39.273121,1.04582E+16
13297,-83.731829,33.7838866,6.08802E+15
27121,-95.4467052,45.5896228,1.01852E+16
51157,-78.1688241,38.6845215,5.61961E+15
51009,-79.1546672,37.6293036,4.24591E+15
6111,-119.1331453,34.3587477,6.54393E+15
17033,-87.7606193,39.0027865,1.08241E+16
8093,-105.7176479,39.1189141,2.43376E+15
6037,-118.2618616,34.1963983,7.86239E+15
4027,-113.910905,32.7739424,7.48292E+15
13129,-84.8738622,34.5096669,8.97011E+15
19025,-94.6436829,42.3861699,1.35128E+16
12055,-81.3423534,27.3410799,2.86472E+14
51580,-79.9854337,37.7810603,4.14943E+15
50017,-72.3695786,44.0033729,2.39582E+15
20113,-97.6474893,38.395812,1.54572E+16
4021,-111.3663394,32.9185207,8.34074E+15
39051,-84.1242667,41.5972639,9.30125E+15
8003,-105.7880414,37.5684423,3.45887E+15
12017,-82.5955524,28.8502922,1.76685E+15
72049,-65.3077686,18.3266082,NaN
72051,-66.2619727,18.4743757,NaN
47041,-85.8335959,35.9822191,7.81862E+15
42031,-79.4203691,41.1981594,5.16983E+15
46097,-97.608122,44.0215411,1.29122E+16
46073,-98.6231702,44.0634099,1.33839E+16
18031,-85.499831,39.3059799,1.06063E+16
18037,-86.8733845,38.3733441,1.09891E+16
51057,-76.9337475,37.936389,5.87486E+15
45089,-79.716474,33.6264617,5.35721E+15
36031,-73.7784307,44.1096005,2.61723E+15
19195,-93.2485332,43.373491,1.09089E+16
40063,-96.2511829,35.0529339,9.53685E+15
51027,-82.0381508,37.2681198,4.20303E+15
51005,-80.008669,37.7879048,4.01314E+15
28087,-88.4397227,33.4714237,7.81121E+15
18143,-85.7518981,38.6794309,9.82516E+15
8099,-102.3921613,37.9581814,1.31127E+16
48435,-100.5133594,30.5221852,3.05647E+15
72121,-66.9476086,18.0844832,NaN
40101,-95.3839106,35.6175506,1.06962E+16
29043,-93.1876139,36.9697388,1.03293E+16
72039,-66.5155884,18.2959127,NaN
28073,-89.5063691,31.1975865,5.82864E+15
18137,-85.2604937,39.1002257,9.54974E+15
38057,-101.8333279,47.3071473,8.86618E+15
13147,-82.96329,34.3487328,1.09443E+16
22049,-92.5616997,32.3042901,5.79511E+15
51133,-76.3796872,37.8569736,5.92428E+15
48157,-95.7710149,29.5266017,3.52367E+15
55047,-88.9703796,43.7802469,7.68068E+15
30073,-112.2207612,48.2286037,4.03203E+15
55127,-88.5417306,42.6681095,8.09915E+15
32021,-118.4162794,38.516647,4.34482E+15
17057,-90.2022689,40.4652401,1.07303E+16
36103,-72.6922183,40.943554,3.53557E+15
18161,-84.9251448,39.6230939,1.03907E+16
29119,-94.3437164,36.6279546,1.26802E+16
31157,-103.7030213,41.850506,1.08884E+16
35047,-104.8035189,35.4768585,4.67392E+15
1081,-85.3530477,32.6040644,5.34339E+15
48367,-97.8059049,32.7770964,7.43557E+15
38021,-98.4965182,46.1077559,1.00938E+16
38003,-98.0701946,46.94255,9.28943E+15
27143,-94.2301232,44.5757343,1.05942E+16
13293,-84.2922831,32.8818367,5.44347E+15
6097,-122.9261095,38.5251824,4.35133E+15
26033,-84.5206297,46.3218192,3.21597E+15
16019,-111.6218783,43.3951708,7.0094E+15
13013,-83.7123025,33.9920094,6.33316E+15
13183,-81.7428697,31.7495633,5.80882E+15
48271,-100.4177003,29.3470865,3.24534E+15
40115,-94.8026814,36.8357635,1.31731E+16
42033,-78.4777237,41.0068618,4.25238E+15
26037,-84.5916949,42.950455,8.2158E+15
72133,-66.3875885,17.9529217,NaN
17135,-89.4781406,39.2280681,1.0677E+16
28003,-88.5811091,34.8865689,8.2696E+15
28071,-89.4853847,34.353078,7.18511E+15
22043,-92.5617156,31.5977873,5.42891E+15
29005,-95.4375546,40.431846,1.57996E+16
17115,-88.9615288,39.8602372,1.07347E+16
26149,-85.5228703,41.9114878,8.39471E+15
17055,-88.9263215,37.9918516,1.08959E+16
30033,-106.9959912,47.2671843,5.04934E+15
31001,-98.5000441,40.5206322,2.01671E+16
27109,-92.4100961,43.9995004,9.99096E+15
34039,-74.3086957,40.6598707,3.8011E+15
72139,-66.0037874,18.3353871,NaN
1097,-88.1965682,30.6845725,5.51265E+15
46087,-97.3580479,43.6804155,1.44808E+16
1057,-87.7642923,33.7161568,7.21504E+15
1017,-85.3940321,32.9155039,6.77174E+15
37131,-77.3983518,36.4217739,7.4836E+15
8081,-108.2171545,40.6108644,3.98719E+15
21087,-85.5379248,37.2780653,9.40695E+15
18047,-85.0669641,39.409762,8.71024E+15
37013,-76.8420144,35.4823128,6.80927E+15
72073,-66.58687,18.2111522,NaN
38015,-100.4695326,46.9788291,8.77833E+15
37159,-80.5217214,35.641355,6.18095E+15
26071,-88.5405261,46.1702542,4.79493E+15
27067,-95.0049812,45.1527137,1.11076E+16
21237,-83.4951095,37.7438929,7.60199E+15
48149,-96.9212309,29.8778861,4.06974E+15
46081,-103.8063624,44.3485137,5.75373E+15
23029,-67.6093542,44.9670088,1.12302E+15
48045,-101.205893,34.5251725,1.0239E+16
26131,-89.2769121,46.8353252,4.36653E+15
28015,-89.918887,33.4407948,8.2077E+15
41003,-123.4246641,44.4938816,2.68199E+15
27133,-96.2632376,43.6695866,1.53539E+16
42063,-79.0875451,40.6514319,4.45026E+15
22061,-92.6623026,32.6018231,6.86409E+15
42099,-77.2663284,40.3977795,5.97187E+15
46137,-101.6608274,44.9897638,8.86315E+15
48203,-94.3744344,32.5479914,6.30381E+15
26013,-88.3618101,46.6958592,4.55443E+15
40131,-95.6013835,36.3777941,1.21698E+16
29019,-92.3102022,38.9898614,1.1953E+16
72097,-67.886337,18.0838502,NaN
40015,-98.3810447,35.1679202,1.0221E+16
8059,-105.245462,39.5795106,4.89415E+15
54011,-82.2433966,38.4195778,6.88394E+15
48383,-101.5143954,31.3751911,3.74032E+15
5141,-92.5159757,35.5829532,8.41108E+15
8117,-106.1375545,39.6210227,2.34317E+15
20035,-96.8372468,37.2345068,1.19057E+16
5071,-93.4663223,35.5733586,9.76605E+15
36041,-74.5024556,43.6578786,2.82261E+15
51045,-80.2310507,37.4736031,4.03634E+15
48083,-99.3466223,31.9142052,4.44332E+15
2290,-151.5778496,65.3757271,NaN
4017,-110.3210248,35.3907852,3.30529E+15
28085,-90.4535663,31.5352155,5.47535E+15
48357,-100.8158636,36.2787442,1.51297E+16
48103,-102.4877739,31.4227965,4.41248E+15
56003,-107.9948477,44.5251167,5.15163E+15
47081,-87.4671159,35.8023275,7.88898E+15
28143,-90.3717697,34.6522011,9.33546E+15
29081,-93.9925818,40.34562,1.34562E+16
72029,-65.8860206,18.3300439,NaN
18005,-85.8979988,39.205843,1.02723E+16
13223,-84.8671693,33.9210299,6.17528E+15
39015,-83.8667723,38.9313769,8.38002E+15
47141,-85.4961801,36.1409404,7.1702E+15
38101,-101.5405369,48.2166858,7.66369E+15
25027,-71.940282,42.3116934,2.86218E+15
39091,-83.766343,40.3875532,9.85159E+15
6031,-119.8155301,36.072478,2.55881E+16
6073,-116.7761174,33.0236041,6.68655E+15
72123,-66.2622515,17.9714853,NaN
13079,-83.9791874,32.7094283,5.50961E+15
72103,-65.735749,18.2110697,NaN
29037,-94.3545467,38.6464737,1.36774E+16
36027,-73.7400136,41.7548253,4.42732E+15
48477,-96.4102717,30.2150752,3.76374E+15
8101,-104.4846683,38.1627652,6.36358E+15
29067,-92.5158918,36.9465168,9.39711E+15
38009,-100.8312572,48.7944116,8.73264E+15
37051,-78.8287187,35.0501921,8.0662E+15
56017,-108.4350765,43.7202092,5.12837E+15
26001,-83.2945804,44.6575092,3.00526E+15
6061,-120.7227181,39.0620323,5.27635E+15
5129,-92.6958884,35.8963868,8.06096E+15
48305,-101.8184933,33.1784124,5.93744E+15
36077,-75.028841,42.6297762,3.98586E+15
37153,-79.7556946,35.004636,7.50144E+15
37093,-79.2419635,35.0172328,6.58788E+15
31131,-96.1310274,40.6379916,1.60412E+16
42023,-78.1983225,41.4382909,3.66659E+15
45035,-80.4046966,33.0821859,5.35655E+15
27161,-93.5898443,44.0184598,1.06066E+16
46015,-99.092909,43.7298732,1.47208E+16
47177,-85.7773428,35.6782498,7.51119E+15
17023,-87.7916832,39.3323343,1.04173E+16
21201,-84.06423,38.5134727,8.61713E+15
47095,-89.4855365,36.3339054,1.18128E+16
45015,-79.9536554,33.2077,5.81927E+15
5051,-93.1469323,34.5788522,7.7711E+15
20139,-95.7082554,38.6502149,1.27497E+16
39155,-80.7703998,41.3063744,6.33056E+15
48333,-98.5946231,31.4948885,4.56696E+15
48359,-102.5976203,35.4019206,1.26109E+16
42019,-79.9189776,40.9138467,5.91835E+15
16049,-115.4673371,45.849644,3.6602E+15
20115,-97.1027707,38.3596474,1.41992E+16
51029,-78.5291687,37.573928,4.65177E+15
37025,-80.5527284,35.3883455,5.77555E+15
29225,-92.8760795,37.2808043,1.0115E+16
49011,-112.2019434,41.0375594,1.01122E+16
27033,-95.1831523,44.0106386,1.07441E+16
12093,-80.8873884,27.3855924,3.39911E+14
13291,-83.9892568,34.833333,5.05213E+15
19013,-92.3076003,42.4711317,1.19693E+16
48403,-93.8519129,31.3432997,5.16595E+15
39131,-83.0529107,39.0713413,7.68106E+15
1125,-87.5227834,33.2902197,6.57805E+15
1131,-87.3049349,31.9900824,6.00384E+15
28097,-89.6396251,33.5007144,6.99193E+15
31099,-98.9476019,40.5091198,2.09928E+16
31087,-101.044217,40.1768964,1.7946E+16
